nhdplus_comid,site_no
22034585,02414765
22034629,02414765
22034671,02414765
22034705,02414765
22034851,02414765
22034971,02414800
22034989,02414800
22034995,02414800
22035015,02414800
22035035,02414800
22035065,02415000
22035069,02415000
22035071,02415000
22035077,02414800
22035085,02415000
22035109,02415000
22035111,02414800
22035117,02414800
22035131,02415000
22035157,02415000
22035193,02415000
22035257,02415000
22035361,02415000
22035371,02415000
22035423,02415000
22035503,02414765
22035565,02412500
22035573,02412500
22035575,02412500
22035629,02414500
22035639,02414500
22035647,02414500
22035649,02414500
22035657,02414500
22035665,02414500
22035671,02414500
22035681,02414500
22035689,02414500
22035691,02414500
22035693,02414500
22035699,02414500
22036577,02415000
22037835,02416481
22037907,02416481
22038085,02416481
22038089,02416481
22038493,02414715
22038495,02414715
22038497,02414715
22038503,02414715
22038505,02414715
22038507,02414715
22038513,02414715
22038515,02414715
22038517,02414715
22038531,02414715
22038537,02414715
22038539,02414715
22038549,02414715
22038563,02414715
22038567,02414715
22038569,02414715
22038581,02414715
22038583,02414715
22038587,02414715
22038589,02414715
22038591,02414715
22038593,02414715
22038599,02414715
22038609,02414715
22038613,02414715
22038615,02414715
22038617,02414715
22038621,02414715
22038623,02414715
22038625,02414715
22038627,02414715
22038633,02414715
22038635,02414715
22038649,02414715
22038655,02416000
22038657,02414715
22038663,02416000
22038665,02416000
22038669,02414715
22038671,02414715
22038671,02416000
22038675,02416000
22038679,02416000
22038681,02416000
22038689,02416000
22038691,02416000
22038737,02416000
22038753,02416000
22038779,02416481
22038787,02416481
22038789,02416481
22042575,02414500
2207720,02362610
2207724,02362610
2207736,02362610
2207768,02362610
2207784,02362610
2207848,02362610
2207878,02362610
2207906,02362610
2207940,02362610
2207954,02362610
2207962,02362610
2208110,02362610
2208154,02362610
2208162,02362610
2208474,02362610
2208524,02362610
2208588,02362610
2209910,02363000
2209918,02363000
2209922,02363000
2209934,02363000
2209940,02363000
2209948,02363000
2209950,02363000
2210022,02363000
2210024,02363000
2210030,02363000
2210092,02363000
2210116,02363000
2210118,02363000
2210120,02363000
2210122,02363000
2210130,02363000
2210148,02363000
2210158,02363000
2210168,02363000
2210182,02363000
2210198,02363000
2210200,02363000
2210242,02363000
2210250,02363000
2210260,02363000
2210262,02363000
2210278,02363000
2210320,02363000
2210324,02363000
2210326,02363000
2210328,02363000
2210590,02362610
2211046,02363000
2211048,02363000
2211056,02363000
2212104,02364000
2212106,02364000
2213396,02364000
2213406,02364000
2213414,02364000
2213422,02364000
2213426,02364000
2213440,02364000
2213454,02364000
2213468,02364000
2213476,02364000
2213486,02364000
2213542,02364000
2213544,02364000
2213546,02364000
2213552,02364000
2213596,02364000
2213604,02364000
2213912,02364500
2213944,02364500
2213952,02364500
2213960,02364500
2213964,02364500
2213994,02364500
2214000,02364500
2214006,02364500
2214022,02364570
2214026,02364500
2214030,02364570
2214038,02364500
2214042,02364570
2214046,02364570
2214050,02364570
2214054,02364570
2214058,02364570
2214062,02364500
2214064,02364570
2214070,02364570
2214072,02364570
2214074,02364570
2214080,02364570
2214082,02364570
2214084,02364570
2214094,02364570
2214104,02364570
2214110,02364500
2214114,02364570
2214144,02364500
2214158,02364570
2214164,02364500
2214182,02364500
2214242,02364570
2214290,02364500
2214338,02364500
2214710,02364570
2214734,02364500
2214740,02364500
2214798,02364000
2214804,02364000
2214806,02364000
2214836,02364570
2214838,02364570
2214840,02364570
2214842,02364570
2214984,02364000
2214986,02364000
22198461,02400680
22198465,02400680
22198481,02400680
22198487,02400680
22198495,02400680
22198497,02400680
22198501,02400680
22198507,02400680
22198509,02400680
22198523,02400680
22198525,02400680
22198535,02400680
22198851,02401000
22198855,02401000
22199617,02400680
22199819,02400500
22199831,02400500
22199835,02400500
22199841,02400500
22199843,02400500
22199849,02400500
22200277,02401000
22200301,02401000
22200311,02401000
22200391,02401000
22200409,02401000
22200439,02401000
22200595,02401000
22200597,02401000
22201291,02401895
22201329,02401895
22201351,02401895
22201431,02401895
22201433,02401895
22201445,02401895
22201489,02401895
22201495,02401895
22201927,02403310
22201933,02403310
22201955,02403310
22201967,02403310
22201973,02403310
22201981,02403310
22201983,02403310
22202001,02403310
22202011,02403310
22202015,02403310
22202043,02403310
22202043,02404000
22202047,02404000
22202055,02404000
22202057,02404000
22202071,02404000
22202073,02404000
22202077,02404000
22202079,02404000
22202087,02404000
22202117,02404000
22202313,02403310
22202491,02401895
22202993,02401470
22203003,02401470
22203005,02401470
22203093,02401470
22203099,02401470
22203153,02401470
22203185,02401500
22203195,02401500
22203197,02401500
22203199,02401500
22203265,02401390
22203269,02401390
22203271,02401390
22203275,02401390
22203277,02401390
22203317,02401390
22203343,02401390
22203345,02401390
22203349,02401390
22203359,02401390
22203361,02401390
22203429,02401370
22203435,02401370
22203445,02401390
22203447,02401390
22203451,02401370
22203453,02401370
22203453,02401390
22203463,02401370
22203469,02401370
22203477,02401370
22203497,02401370
22203501,02401370
22203517,02401370
22203545,02401895
22203549,02401895
22203583,02401370
22203585,02401370
22203679,02401895
22203723,02401895
22203725,02401895
22203729,02401895
22204379,02404245
22204379,02404400
22204379,02404500
22204385,02404400
22204385,02404500
22204387,02404400
22204387,02404500
22204421,02404400
22204427,02404245
22204427,02404400
22204427,02404500
22204429,02404245
22204429,02404400
22204429,02404500
22204431,02404245
22204433,02404245
22204433,02404400
22204433,02404500
22204481,02404245
22204491,02404245
22204503,02404245
22204521,02404245
22204541,02404245
22204549,02404245
22204619,02401470
22204631,02401390
22204795,02401390
22204797,02401390
22204867,02404400
22204867,02404500
22204869,02404400
22204869,02404500
22204871,02404400
22204871,02404500
22204873,02404400
22204873,02404500
22204875,02404400
22204875,02404500
22204881,02404245
22204881,02404400
22204881,02404500
22205065,02404245
22205069,02404245
22205077,02404245
22205081,02404245
22205093,02404245
22205095,02404245
22205221,02405800
22205233,02405800
22205251,02405800
22205981,02405500
22205991,02405500
22205995,02405500
22206021,02405500
22206041,02405500
22206069,02405500
22206097,02405500
22206103,02405500
22206115,02405500
22206125,02405500
22206197,02405200
22206243,02405500
22206265,02405500
22206285,02405500
22206389,02405800
22206409,02405800
22206413,02405800
22206443,02406500
22206449,02405800
22206455,02405800
22206479,02406500
22206481,02406500
22206483,02406500
22206495,02406500
22206499,02406500
22206509,02406500
22206517,02406500
22206535,02406500
22206545,02406500
22206629,02406500
22206681,02405200
22206685,02405200
22206689,02406000
22206691,02405200
22206695,02406000
22206699,02406000
22206705,02405800
22206711,02405800
22206711,02406000
22206713,02405500
22206715,02405200
22206721,02406500
22206723,02406000
22206727,02405800
22206727,02406000
22206729,02406000
22206733,02406500
22206735,02405800
22206735,02406000
22206737,02405800
22206737,02406000
22206741,02405200
22206741,02405500
22206745,02405200
22206751,02405200
22206753,02406500
22206759,02406500
22206765,02406500
22206771,02405200
22206775,02406500
22206783,02406500
22206785,02406500
22206789,02405200
22206789,02407000
22206793,02405200
22206793,02407000
22206795,02407000
22206799,02407000
22206805,02407000
22206809,02407000
22206815,02407000
22206817,02407000
22206823,02404245
22206837,02406000
22206841,02406000
22206849,02406500
22211911,02400500
22211919,02400500
22211959,02405800
22271264,02407500
22271264,02407514
22271288,02407500
22271288,02407514
22271294,02407500
22271310,02407500
22271310,02407514
22271320,02407500
22271320,02407514
22271346,02407500
22271346,02407514
22271362,02407500
22271366,02407514
22271402,02407500
22271452,02407514
22271458,02407514
22271462,02407514
22271504,02407514
22271604,02406930
22271606,02407514
22271666,02406930
22271678,02406930
22271738,02406930
22271750,02406930
22271784,02406930
22271902,02407680
22271942,02407680
22271984,02407680
22271986,02407680
22271988,02406930
22271998,02406930
22272020,02406930
22272030,02407680
22272036,02406930
22272040,02407680
22272076,02407680
22272104,02407680
22272142,02407680
22272156,02407680
22272262,02407680
22272504,02407680
22272748,02409000
22272764,02407900
22272774,02407900
22272804,02407900
22272830,02407900
22272850,02407900
22272854,02409000
22272912,02407900
22272942,02407900
22272946,02409000
22272960,02409000
22273020,02407900
22273058,02407900
22273092,02409000
22273196,02407500
22273196,02407514
22273198,02407500
22273200,02407500
22273204,02407500
22273204,02407514
22273290,02406930
22273372,02407000
22273378,02407000
22273380,02407000
22273398,02407000
22273476,02407680
22273592,02407950
22273604,02407950
22273612,02407950
22273624,02407950
22273630,02407950
22273656,02407950
22273668,02407000
22273968,02409000
22274064,02409000
22274072,02408500
22274074,02409000
22274124,02409000
22274318,02408500
22274330,02409000
22274350,02408500
22274350,02408540
22274362,02408500
22274372,02408500
22274372,02408540
22274376,02408500
22274386,02408500
22274386,02408540
22274410,02408500
22274410,02408540
22274436,02408500
22274436,02408540
22274442,02408500
22274442,02408540
22274454,02408500
22274454,02408540
22274522,02408500
22274522,02408540
22274526,02408500
22274526,02408540
22274612,02408500
22274612,02408540
22274614,02408500
22274614,02408540
22274676,02408500
22274676,02408540
22274774,02408150
22274784,02408540
22274790,02408540
22274808,02408150
22274814,02408150
22274864,02408150
22274868,02408150
22274924,02408150
22274976,02408150
22274994,02408150
22275026,02408150
22275042,02408150
22275822,02410000
22275902,02410000
22275908,02410000
22275916,02410000
22275928,02410000
22275944,02410000
22275946,02410000
22275948,02410000
22276106,02411602
22276120,02411602
22276122,02411602
22276196,02408500
22276196,02408540
22276216,02408540
22276326,02407950
22276350,02407950
22276352,02407950
22276354,02407950
22276358,02407950
22276364,02407950
22276368,02407950
22276370,02407950
22276376,02407950
22276378,02407950
22276384,02407950
22276392,02407950
22276394,02407950
22276410,02407950
22276410,02409400
22276446,02409400
22276470,02409400
22276472,02409400
22276480,02409400
22276496,02409400
22276502,02409400
22276508,02409400
22276512,02409400
22276516,02409400
22276524,02409400
22276526,02409400
22276530,02409400
22276534,02409400
22276580,02411000
22276582,02411000
22276586,02411000
22276594,02411000
22276600,02411000
22276622,02411000
22276624,02411000
22276626,02411000
22276630,02411000
22276638,02411000
22276648,02411000
22276652,02411000
22276656,02411000
22276660,02411000
22276662,02411000
22276666,02411000
22276670,02411000
22276676,02411000
22276682,02411602
22276688,02411602
22276690,02411602
22276692,02411602
22276748,02409400
22281116,02411000
22281118,02411602
2238713,02365310
2238721,02365310
2238729,02365310
2238743,02365310
2238789,02365310
2238883,02365310
2238897,02365200
2238901,02365200
2238905,02365200
2238907,02365200
2238911,02365200
2238913,02365200
2238919,02365200
2240059,02365310
2240099,02365310
2241445,02365310
2241995,02365200
2242005,02365200
2242009,02365200
2242015,02365200
2242019,02365200
2242021,02365200
2242025,02365200
2242031,02365200
2242037,02365200
2242043,02365200
2242357,02365200
2305941,02343275
2305975,02343275
2306043,02343275
2306085,02343275
2306145,02343275
2306171,02343275
2306215,02343275
2306289,02343275
2306299,02343275
2306377,02343275
2306403,02343275
2306415,02343275
2306493,02343275
2306503,02343275
2306523,02343275
2306543,02343275
2306683,02343275
2306693,02343275
2306715,02343275
2306737,023432415
2306739,023432415
2306751,023432415
2306753,023432415
2306759,023432415
2306761,023432415
2306767,023432415
2306773,023432415
2306781,023432415
2306789,023432415
2306817,023432415
2308793,02343275
2308813,02343275
2308829,02343300
2308835,02343300
2308837,02343300
2308839,02343300
2308841,02343300
2308847,02343300
2308867,02343300
2308871,02343300
2308883,02343300
2308887,02343300
2308901,02343300
2308905,02343300
2308913,02343300
2308919,02343300
2308921,02343300
2308947,02343300
2308953,02343300
2308967,02343300
2308977,02343300
2309025,02343300
2309057,02343700
2309073,02343300
2309129,02343700
2309259,02343700
2309277,02343700
2309335,02343700
2309361,02343700
2309433,02343700
2309471,02343700
2309483,02343700
2309501,02343700
2309503,02343700
2309529,02343700
2309549,02343700
2310151,02343275
2310159,02343300
2310165,02343300
2310167,02343300
2310337,02343500
2310341,02343500
2310347,02343500
2310353,02343500
2310355,02343500
2310363,02343500
2310367,02343500
2310373,02343500
2310377,02343500
2310383,02343500
2310391,02343500
2310395,02343500
2310411,02343500
2310415,02343500
2310419,02343500
2310423,02343500
2310429,02343500
2310435,02343500
2310443,02343500
2310449,02343500
2310453,02343500
2310479,02344000
2310485,02344000
2310487,02344000
2310493,02344000
2310497,02344000
2310503,02344000
2310509,02344000
2310517,02344000
2310521,02344000
2310523,02344000
2310529,02344000
2323124,02372000
2323136,02372000
2323190,02372000
2323192,02372000
2323198,02372000
2323204,02372000
2323208,02372000
2323246,02372000
2323270,02372000
2323322,02372250
2323326,02372250
2323338,02372250
2323386,02372250
2323390,02372250
2323396,02372250
2323410,02372250
2323414,02372250
2323420,02372250
2323426,02372250
2323446,02372250
2323686,02372000
2323692,02372000
2323706,02372000
2323716,02372000
2323724,02372000
2323730,02372000
2323736,02372000
2323750,02372250
2375971,02371000
2375979,02371000
2375983,02371000
2375999,02371000
2376001,02371000
2376003,02371000
2376013,02371000
2376019,02371000
2376037,02371000
2376055,02371000
2376059,02371000
2376077,02371000
2376081,02371000
2376083,02371000
2376341,02371000
2376345,02371000
2376347,02371000
2376351,02371000
2376359,02371000
2376367,02371000
2376371,02371000
2376373,02371000
2376649,02371200
2376667,02371000
2376673,02371000
2376677,02371000
2376679,02371000
2376693,02371000
2376695,02371200
2376701,02371200
2376709,02371200
2376719,02371000
2376731,02371200
2376743,02371200
2376753,02371200
2376895,02371500
2376901,02371500
2376907,02371500
2376921,02371500
2376925,02371500
2376927,02371500
2376959,02371500
2376961,02371500
2376967,02371500
2376977,02371500
2376981,02371500
2376987,02371500
2377007,02371500
2377153,02371000
2377157,02371000
2377159,02371000
2377167,02371000
2377171,02371000
2377175,02371200
2377197,02371200
2377261,02371500
2377275,02371500
2377279,02371500
2377281,02371500
2378075,02372422
2378075,02372430
2378177,02372422
2378177,02372430
2378189,02372422
2378189,02372430
2378193,02372422
2378193,02372430
2378205,02372422
2378205,02372430
2378229,02372422
2378229,02372430
2378247,02372422
2378247,02372430
2378257,02372422
2378257,02372430
2378269,02372422
2378269,02372430
2378277,02372422
2378277,02372430
2378277,02372500
2378279,02372422
2378279,02372430
2378279,02372500
2378283,02372430
2378283,02372500
2378297,02372430
2378297,02372500
2378301,02372430
2378301,02372500
2378311,02372500
2378323,02372500
2378337,02372500
2378347,02372500
2378355,02372500
2378361,02372500
2378373,02372500
2378385,02372500
2378403,02372500
2378415,02372500
2378417,02372500
2378435,02372500
2378447,02372500
2378485,02374000
2378747,02372500
2378761,02374000
2378821,02372422
2378821,02372430
2378827,02372422
2378827,02372430
2378833,02372422
2378837,02372422
2378837,02372430
2378841,02372422
2378841,02372430
2378847,02372422
2378847,02372430
2378851,02372422
2378851,02372430
2378859,02372422
2378859,02372430
2378867,02372422
2378867,02372430
2378869,02372422
2378869,02372430
2378871,02372422
2378871,02372430
2378877,02372422
2378877,02372430
2378881,02372422
2378881,02372430
2378885,02372422
2378885,02372430
2378929,02372422
2378929,02372430
2381147,02372422
2399557,02372800
2399605,02372800
2399623,02372755
2399657,02372755
2399665,02372800
2399693,02372800
2399729,02372755
2399745,02372800
2399747,02372755
2399761,02372800
2399783,02372800
2399835,02372800
2399845,02372800
2399853,02372755
2399871,02372800
2399915,02372800
2400041,02372800
2400853,02373500
2400857,02373500
2400877,02373500
2400915,02373500
2400933,02373000
2400935,02373000
2400951,02373500
2400959,02373500
2400975,02373000
2401145,02372755
2401149,02372800
2401155,02372800
2401165,02372800
2401957,02373500
2401973,02373000
2401975,02373000
2402001,02373500
2402003,02373000
2402009,02373500
2402061,02373000
2402071,02373500
2402075,02373500
2402081,02373500
2402109,02373500
2402121,02373000
2402129,02373500
2402137,02373000
2402143,02373500
2402165,02373000
2402175,02373000
2402181,02373500
2402193,02373000
2402211,02373000
2402217,02373500
2402223,02373000
2402255,02373500
2402849,02373500
2402851,02373500
2402861,02373500
2402867,02373500
2402871,02373000
2405391,02373500
2409954,02374500
2409968,02374500
2409982,02374500
2409984,02374500
2410000,02374500
2410334,02374000
2410922,02374500
2410944,02374500
2411066,02374000
2411076,02374000
2411086,02374000
2411092,02374000
2411096,02374000
2411098,02374000
2411104,02374000
2411108,02374000
2411112,02374000
2411114,02374000
2411118,02374000
2411122,02374000
2411204,02374250
2411206,02374250
2411212,02374250
2411216,02374250
2411238,02374250
2412112,02374500
2412122,02374500
2412184,02374500
2412200,02374500
2412202,02374500
2412410,02374500
2412498,02374500
2412514,02374500
2412538,02374500
2413040,02374745
2413042,02374745
2413098,02374745
2413106,02374745
2413132,02374700
2413136,02374745
2413156,02374700
2413192,02374745
2413200,02374745
2413212,02374745
2413226,02374700
2413254,02374745
2413260,02374745
2413284,02374700
2413320,02374700
2413338,02374700
2413350,02374700
2413352,02374745
2413396,02374700
2413396,02374745
2413408,02374700
2413408,02374745
2413424,02374700
2413424,02374745
2413432,02374700
2413432,02374745
2413442,02374700
2413442,02374745
2413698,02374500
2413728,02374500
2413866,02374500
2413956,02374250
2413960,02374250
2413966,02374250
2413970,02374250
2413972,02374250
2413978,02374250
2413982,02374250
2413986,02374250
2413988,02374700
2413988,02374745
2413990,02374250
2413990,02374700
2413990,02374745
2413994,02374250
2414000,02374250
2414002,02374250
2414008,02374250
2414008,02374700
2414008,02374745
2414020,02374250
2414020,02374700
2414026,02374250
2414026,02374700
2414032,02374250
2414032,02374700
2414036,02374250
2414062,02375500
2415538,02375500
2415540,02375500
2415546,02375500
2415550,02375500
2418508,02375500
2418522,02375500
25290651,02365310
25324441,03589500
25366064,02446500
25366066,02446500
25366070,02446000
25366072,02446000
25380526,02422000
25380584,02420000
25380586,02420000
25382406,02423647
25382423,02423647
25382451,02423800
25382460,02423800
25382463,02423800
25382466,02423800
25382470,02423800
25382473,02423800
25382490,02423800
25809348,02414500
25810661,02419000
25813555,02464360
25910045,02375500
26132581,02401500
26132583,02401500
26132587,02401500
26132591,02401500
26132595,02401500
26132597,02401500
26132599,02401500
26132637,02401620
26132645,02401620
26132653,02401620
26132655,02401620
26132659,02401895
26132661,02401895
26132663,02401620
26132665,02401620
26132675,02401620
26132675,02401895
26132677,02401620
26132677,02401895
26132679,02401620
26132687,02401620
26132715,02402500
26132723,02402500
26132725,02402500
26132727,02402500
26132733,02402500
26132733,02405000
26132735,02402500
26132735,02405000
26132737,02402500
26132737,02405000
26132745,02405000
26132747,02404500
26132747,02405000
26132751,02404400
26132751,02404500
26132755,02404400
26132755,02404500
26132757,02404400
26132757,02404500
26132759,02404500
26132759,02405000
26132765,02404500
26132765,02405000
26132777,02405000
26132777,02405200
26132779,02405000
26132785,02405200
26132805,02405200
26132807,02405200
26132819,02401500
26132819,02401620
26132821,02401500
26132821,02401620
26132843,02400500
26132851,02400500
26132855,02400500
26132859,02400500
26132877,02400500
26132891,02400500
26132897,02400500
26132905,02400500
26132917,02401620
26132921,02401620
26134429,02411000
27141511,02358785
3291176,02338523
3291198,02338523
3291222,02338523
3291228,02338523
3291248,02338523
3291252,02338523
3291288,02338523
3291290,02338523
3291300,02338523
3291332,02338523
3291500,02339225
3291512,02339225
3291556,02339225
3291602,02339225
3291606,02339225
3291820,02338523
3291872,02339225
3291874,02339225
3291884,02339225
3292274,02339225
3292290,02339225
3292326,02339225
3292374,02339225
3292378,02339225
3292412,02339225
3295812,02341460
3295812,02341500
3295812,02341505
3295814,02341460
3295814,02341500
3295814,02341505
3296674,02339495
3296680,02339495
3296706,02339495
3296746,02339495
3296754,02339495
3296766,02339495
3296768,02339495
3296804,02339495
3296816,02339495
3297186,02340750
3297204,02340750
3297288,02340750
3297306,02340750
3297308,02340750
3297348,02340750
3297352,02340750
3297420,02340750
3297504,02340750
3297578,02340750
3297594,02340750
3298392,02340750
3298428,02340750
3298472,02339495
3298546,02339500
3298550,02339500
3298552,02339500
3298560,02339500
3298562,02339500
3298564,02339500
3298566,02339500
3298568,02339500
3298572,02339500
3298580,02339500
3298584,02339500
3298588,02339500
3298590,02339495
3298592,02339495
3298592,02339500
3298592,02339780
3298598,02339495
3298598,02339500
3298598,02339780
3298602,02339495
3298602,02339500
3298602,02339780
3298608,02339495
3298608,02339500
3298608,02339780
3298614,02339500
3298614,02339780
3298624,02339500
3298624,02339780
3298636,02339500
3298636,02339780
3298642,02339780
3298646,02339780
3298650,02339780
3298656,02339780
3298664,02339780
3298668,02339780
3298674,02339780
3298680,02339780
3298858,02341460
3298866,02341460
3298870,02341460
3298874,02341460
3298874,02341500
3298874,02341505
3298876,02341460
3298876,02341500
3298876,02341505
3298918,02339500
3430700,02341460
3430700,02341500
3430700,02341505
3430704,02341460
3430704,02341500
3430704,02341505
3430706,02341460
3430706,02341500
3430706,02341505
3431000,02342200
3431020,02342200
3431030,02342200
3431052,02342200
3431092,02342200
3431102,02342200
3431162,02342200
3431166,02342200
3431196,02342200
3431198,02342200
3431386,02342200
3431392,02342200
3432840,02342500
3432844,02342500
3432872,02342500
3432874,02342500
3432882,02342500
3434166,02342500
3434268,02341460
3434268,02341500
3434268,02341505
3434268,02341566
3434274,02341460
3434274,02341500
3434274,02341505
3434274,02341566
3434284,02341460
3434284,02341500
3434284,02341505
3434284,02341566
3434292,02341460
3434292,02341500
3434292,02341505
3434292,02341566
3434304,02341460
3434304,02341500
3434304,02341505
3434304,02341566
3434324,02341566
3434330,02341566
3434366,02342500
3434444,02342881
3434446,02342881
3434450,02342881
3434454,02342881
3435674,02342150
3435682,02342150
3435694,02342150
3435696,02342150
3435706,02342150
3435710,02342150
3435716,02342150
3435720,02342150
3435728,02342150
3435750,02342150
3435758,02342150
3435764,02342150
3435764,02342500
3435790,02342150
3435790,02342500
3435806,02342150
3435806,02342500
3435816,02342150
3435816,02342500
3435830,02342150
3435830,02342500
3435852,02342150
3435852,02342500
3435860,02342150
3435860,02342500
3435970,02342150
3435970,02342500
3436012,02342500
3437792,02342933
3437802,02342933
3437810,02342933
3437822,02342933
3437832,02342933
3437838,02342933
3437852,02342933
3437856,02342933
3437870,02342933
3437884,02342933
3437890,02342933
3437894,02342933
3437900,02342933
3437910,02342933
3437914,02342933
3437916,02342933
3437918,02342933
3437920,02342933
3437926,02342933
3437928,02342933
3438386,02342933
3438542,02342881
3438544,02342881
3438552,02342881
3438556,02342881
3438562,02342881
3438596,02342881
3438602,02342881
3438612,02342881
3438624,02342881
3438628,02342881
3438638,02342881
3438654,02342881
3438672,02342881
3438684,02342881
3438752,02342933
3438758,02342933
3438880,02342933
3443394,02342960
3443400,02342960
3443424,02342960
3443428,02342960
3443432,02342960
3443442,02342960
3443446,02342960
3443448,02342960
3443458,02342960
3443492,02342960
3443506,02342960
3443512,02342960
3443520,02342960
3443532,02342960
3443562,02342960
3443566,02342960
3443586,02342960
3443592,02342960
3443712,023432415
3443736,023432415
3443760,023432415
3443774,023432415
3443782,023432415
3443786,023432415
3443790,023432415
3443826,023432415
445688,02374950
445698,02374950
445702,02374950
445714,02374950
445720,02374950
445732,02374950
445740,02374950
445752,02374950
445760,02374950
445772,02374950
445782,02374950
445794,02374950
445802,02374950
445812,02374950
445814,02374950
445834,02374950
445868,02374950
445870,02374950
445904,02374970
445908,02374970
445912,02374950
445914,02374950
445916,02374970
445918,02374970
445926,02374970
445928,02374950
445928,02374970
445936,02374970
445938,02374970
445944,02374970
445946,02374970
445948,02374970
445952,02374970
445962,02374950
445962,02374970
445966,02374950
445966,02374970
445974,02374950
445974,02374970
445988,02374950
445988,02374970
446010,02374970
446010,02375000
446014,02374970
446014,02375000
446020,02374970
446020,02375000
446022,02375000
446026,02375000
446042,02375000
446046,02375000
446062,02375000
446074,02375000
446076,02375000
446086,02375000
446088,02375000
446092,02375000
446104,02375000
446380,02374970
446386,02375000
446442,02374950
446442,02374970
446444,02374950
446444,02374970
447654,02375000
448270,02375000
448274,02375000
448274,02375500
448424,02375500
448428,02375500
448434,02375000
448434,02375500
448436,02375000
448436,02375500
448438,02375000
448440,02375500
448444,02375000
448444,02375500
448448,02375000
448448,02375500
448450,02375000
448450,02375500
448462,02375500
448464,02375500
448658,02375000
448658,02375500
448680,02375500
448682,02375500
448684,02375000
448686,02375500
448690,02375500
448694,02375500
448698,02375500
450512,02375500
450546,02375000
450546,02375500
788792,02369800
788798,02369800
788832,02369800
788852,02369800
788892,02369800
788894,02369800
788956,02369800
789204,02369800
789206,02369800
789212,02369800
790978,02369800
791014,02369800
791084,02369800
791102,02369800
791154,02370200
791162,02369800
791176,02370200
791186,02370200
791226,02370200
791234,02370200
791328,02370200
791350,02370200
791404,02370200
791414,02370200
791420,02370200
791438,02370200
791444,02370200
791488,02370200
791506,02370200
791566,02370200
791574,02370200
791590,02370200
791644,02370200
791682,02370200
792058,02370200
792242,02370200
792246,02370200
893631,02367500
893635,02367500
893665,02367500
893671,02367500
893677,02367500
893683,02367500
893685,02367500
893723,02367500
893725,02367500
893751,02367500
893763,02367500
893767,02367500
893775,02367500
893859,02367500
893875,02367500
893897,02367500
893955,02367500
893997,02367500
894399,02367800
894419,02367800
894429,02367800
894457,02367800
894475,02367800
894483,02367800
894495,02367800
894507,02367800
894557,02367800
894585,02367800
894599,02367800
894629,02367800
894629,02367900
894823,02367500
894857,02367500
894903,02367500
894915,02367500
894937,02367500
894965,02367800
895899,02367800
895899,02367900
895927,02367800
895927,02367900
895939,02367800
895939,02367900
895943,02367800
895943,02367900
895971,02367800
895971,02367900
895985,02367800
895985,02367900
896013,02367800
896013,02367900
896045,02367800
896045,02367900
896095,02367800
896095,02367900
896131,02367900
896147,02367900
896161,02367900
896197,02367900
896215,02367900
896249,02367900
896261,02367900
896265,02367900
896325,02367900
896365,02367900
896431,02367900
896459,02367900
896469,02367900
896533,02367900
897699,02367800
897699,02367900
933140016,02374500
933140017,02374500
933160020,02451000
933160021,02451000
936020018,03571850
936020019,03571850
936030061,03575500
936030062,03575500
