catalog_event_id,site_no,site_name,huc12,drainage_area_sqmi,rainfall_peak_time_utc,peak_time_utc,lag_hours,peak_cfs,peak_cfs_per_sqmi,water_year,empirical_return_period_years,lp3_return_period_years,screening_return_period_years,flood_screening_class,peak_qualifier,stationarity_warning
AL-RF-19970503-0100,02453390,,031601090601,11.8,1997-05-03 08:00:00+00:00,1997-05-03 00:00:00+00:00,-8.0,1930.0,163.5593220338983,1997.0,4.0,,4.0,2–5-year,,False
AL-RF-19970503-0100,02455000,,031601110208,303.0,1997-05-03 08:00:00+00:00,1997-05-03 00:00:00+00:00,-8.0,17300.0,57.0957095709571,1997.0,7.083333333333333,7.3269780324532645,7.3269780324532645,5–10-year,,False
AL-RF-19970503-0100,03576500,,060300021007,86.3,1997-05-03 08:00:00+00:00,1997-05-03 00:00:00+00:00,-8.0,5700.0,66.0486674391657,1997.0,1.68,2.0426888509552454,2.0426888509552454,2–5-year,,False
AL-RF-19970720-0101,02377570,,031401060506,192.0,1997-07-20 06:00:00+00:00,1997-07-21 00:00:00+00:00,18.0,15900.0,82.8125,1997.0,4.875,6.040091982478333,6.040091982478333,5–10-year,,False
AL-RF-19970720-0101,02378500,,031602050201,55.3,1997-07-20 06:00:00+00:00,1997-07-20 00:00:00+00:00,-6.0,16900.0,305.6057866184449,1997.0,28.0,37.28161002056827,37.28161002056827,25–50-year,,False
AL-RF-19970720-0101,02471001,,031602040303,125.0,1997-07-20 06:00:00+00:00,1997-07-20 00:00:00+00:00,-6.0,4140.0,33.12,1997.0,1.8974358974358976,1.8388398683966165,1.8388398683966165,<2-year,,False
AL-RF-19970720-0101,0247100550,,031602040304,23.2,1997-07-20 06:00:00+00:00,1997-07-19 00:00:00+00:00,-30.0,3490.0,150.43103448275863,1997.0,5.0,,5.0,5–10-year,,False
AL-RF-19970720-0101,02471078,,031602050104,16.5,1997-07-20 06:00:00+00:00,1997-07-19 00:00:00+00:00,-30.0,6940.0,420.6060606060606,1997.0,32.0,26.835166126049828,26.835166126049828,25–50-year,C,False
AL-RF-19980108-0104,02423130,,031502020101,19.7,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,3380.0,171.5736040609137,1998.0,3.090909090909091,3.3708872560388143,3.3708872560388143,2–5-year,C,True
AL-RF-19980108-0104,02423555,,031502020206,335.0,1998-01-08 06:00:00+00:00,1998-01-08 00:00:00+00:00,-6.0,16600.0,49.55223880597015,1998.0,3.75,3.8493644285220467,3.8493644285220467,2–5-year,,False
AL-RF-19980108-0104,02423630,,031502020303,72.3,1998-01-08 06:00:00+00:00,1998-01-08 00:00:00+00:00,-6.0,5200.0,71.9225449515906,1998.0,7.166666666666667,4.699402596254376,4.699402596254376,2–5-year,,True
AL-RF-19980108-0104,02442500,,031601050203,247.0,1998-01-08 06:00:00+00:00,1998-01-08 00:00:00+00:00,-6.0,12500.0,50.607287449392715,1998.0,6.5,1000000.0,1000000.0,>500-year,,False
AL-RF-19980108-0104,02443000,,031601050205,309.0,1998-01-08 06:00:00+00:00,1998-01-08 00:00:00+00:00,-6.0,11800.0,38.18770226537217,1998.0,7.083333333333333,8.80361455398857,8.80361455398857,5–10-year,,False
AL-RF-19980108-0104,02443730,,031601060305,0.24,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,163.0,679.1666666666667,1998.0,13.0,,13.0,10–25-year,,False
AL-RF-19980108-0104,02444160,,031601060502,5750.0,1998-01-08 06:00:00+00:00,1998-01-08 00:00:00+00:00,-6.0,77100.0,13.408695652173913,1998.0,1.956521739130435,1.8226028082778754,1.8226028082778754,<2-year,2,False
AL-RF-19980108-0104,02446500,,031601070302,528.0,1998-01-08 06:00:00+00:00,1998-01-10 00:00:00+00:00,42.0,12800.0,24.242424242424242,1998.0,3.7727272727272725,4.131979542333989,4.131979542333989,2–5-year,,False
AL-RF-19980108-0104,02447025,,031601060609,7230.0,1998-01-08 06:00:00+00:00,1998-01-11 00:00:00+00:00,66.0,134000.0,18.533886583679116,1998.0,5.125,4.1713594590706,4.1713594590706,2–5-year,2,False
AL-RF-19980108-0104,02448900,,031601081005,158.0,1998-01-08 06:00:00+00:00,1998-01-08 00:00:00+00:00,-6.0,21900.0,138.60759493670886,1998.0,35.0,71.93384876128174,71.93384876128174,50–100-year,,False
AL-RF-19980108-0104,02454995,,031601110202,13.0,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,1830.0,140.76923076923077,1998.0,4.0,,4.0,2–5-year,,False
AL-RF-19980108-0104,02455000,,031601110208,303.0,1998-01-08 06:00:00+00:00,1998-01-08 00:00:00+00:00,-6.0,17800.0,58.745874587458744,1998.0,8.5,8.11722973381149,8.11722973381149,5–10-year,,False
AL-RF-19980108-0104,02461500,,031601120102,52.5,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,7000.0,133.33333333333334,1998.0,4.666666666666667,4.692536095628261,4.692536095628261,2–5-year,C,False
AL-RF-19980108-0104,02461630,,031601120102,7.3,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,919.0,125.89041095890411,1998.0,7.0,,7.0,5–10-year,,False
AL-RF-19980108-0104,02461640,,031601120102,61.4,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,7600.0,123.7785016286645,1998.0,10.0,,10.0,10–25-year,C,True
AL-RF-19980108-0104,02462000,,031601120104,148.0,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,10700.0,72.29729729729729,1998.0,5.615384615384616,4.318392404217503,4.318392404217503,2–5-year,,True
AL-RF-19980108-0104,02462500,,031601120203,3981.0,1998-01-08 06:00:00+00:00,1998-01-08 00:00:00+00:00,-6.0,95900.0,24.08942476764632,1998.0,4.2727272727272725,3.341180740287688,3.341180740287688,2–5-year,1,False
AL-RF-19980108-0104,02464000,,031601120408,223.0,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,10300.0,46.18834080717489,1998.0,4.045454545454546,3.275868772840401,3.275868772840401,2–5-year,,False
AL-RF-19980108-0104,02464146,,031601120411,6.16,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,934.0,151.62337662337663,1998.0,2.769230769230769,3.0118689577151643,3.0118689577151643,2–5-year,,False
AL-RF-19980108-0104,02464360,,031601120410,57.2,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,4160.0,72.72727272727272,1998.0,4.571428571428571,5.653856621714429,5.653856621714429,5–10-year,,False
AL-RF-19980108-0104,02465000,,031601130201,4820.0,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,159000.0,32.98755186721991,1998.0,4.363636363636364,4.641084987577886,4.641084987577886,2–5-year,,False
AL-RF-19980108-0104,02465080,,031601130201,11.4,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,748.0,65.6140350877193,1998.0,3.0,,3.0,2–5-year,,False
AL-RF-19980108-0104,02465205,,031601130202,3.65,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,1170.0,320.54794520547944,1998.0,6.5,,6.5,5–10-year,,False
AL-RF-19980108-0104,02466030,,031601130607,5810.0,1998-01-08 06:00:00+00:00,1998-01-10 00:00:00+00:00,42.0,96800.0,16.66092943201377,1998.0,3.3846153846153846,3.0306498421589647,3.0306498421589647,2–5-year,,False
AL-RF-19980108-0104,02467000,,031602010401,15385.0,1998-01-08 06:00:00+00:00,1998-01-12 00:00:00+00:00,90.0,182000.0,11.829704257393566,1998.0,6.066666666666666,4.828685137281351,4.828685137281351,2–5-year,,True
AL-RF-19980108-0104,02467500,,031602020405,607.0,1998-01-08 06:00:00+00:00,1998-01-09 00:00:00+00:00,18.0,19100.0,31.466227347611202,1998.0,9.444444444444445,10.405302037909072,10.405302037909072,10–25-year,,False
AL-RF-19980108-0104,02469761,,031602010909,18417.0,1998-01-08 06:00:00+00:00,1998-01-14 00:00:00+00:00,138.0,140000.0,7.601672367920942,1998.0,1.7297297297297298,1.7894471716203035,1.7894471716203035,<2-year,,False
AL-RF-19980108-0104,0247100550,,031602040304,23.2,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,3280.0,141.3793103448276,1998.0,2.5,,2.5,2–5-year,,False
AL-RF-19980108-0104,02471078,,031602050104,16.5,1998-01-08 06:00:00+00:00,1998-01-07 00:00:00+00:00,-30.0,5060.0,306.6666666666667,1998.0,10.666666666666666,12.747078779150451,12.747078779150451,10–25-year,C,False
AL-RF-19980108-0104,03574500,,060300020203,320.0,1998-01-08 06:00:00+00:00,1998-01-08 00:00:00+00:00,-6.0,29000.0,90.625,1998.0,10.11111111111111,7.351954407986092,7.351954407986092,5–10-year,,True
AL-RF-19980108-0104,03586500,,060300050105,166.0,1998-01-08 06:00:00+00:00,1998-01-08 00:00:00+00:00,-6.0,8130.0,48.975903614457835,1998.0,4.2105263157894735,3.7032557042531975,3.7032557042531975,2–5-year,,False
AL-RF-19980308-0105,02342500,,031300030505,322.0,1998-03-08 20:00:00+00:00,1998-03-09 00:00:00+00:00,4.0,18200.0,56.52173913043478,1998.0,6.153846153846153,6.100121879978905,6.100121879978905,5–10-year,,False
AL-RF-19980308-0105,02342933,,031300031204,112.0,1998-03-08 20:00:00+00:00,1998-03-08 00:00:00+00:00,-20.0,9190.0,82.05357142857143,1998.0,6.125000000000001,5.576345459013074,5.576345459013074,5–10-year,,False
AL-RF-19980308-0105,02361000,,031402010602,686.0,1998-03-08 20:00:00+00:00,1998-03-09 00:00:00+00:00,4.0,39200.0,57.142857142857146,1998.0,24.749999999999996,28.462698642632322,28.462698642632322,25–50-year,,False
AL-RF-19980308-0105,02362240,,031402011101,21.4,1998-03-08 20:00:00+00:00,1998-03-08 00:00:00+00:00,-20.0,13900.0,649.5327102803739,1998.0,18.0,48.47529491414291,48.47529491414291,25–50-year,,False
AL-RF-19980308-0105,02363000,,031402020504,498.0,1998-03-08 20:00:00+00:00,1998-03-10 00:00:00+00:00,28.0,20900.0,41.967871485943775,1998.0,12.714285714285715,11.337709343547402,11.337709343547402,10–25-year,,False
AL-RF-19980308-0105,02363005,,031402020504,0.76,1998-03-08 20:00:00+00:00,1998-03-08 00:00:00+00:00,-20.0,250.0,328.9473684210526,1998.0,3.666666666666667,,3.666666666666667,2–5-year,,False
AL-RF-19980308-0105,02367500,,031401030103,114.0,1998-03-08 20:00:00+00:00,1998-03-08 00:00:00+00:00,-20.0,37900.0,332.4561403508772,1998.0,32.0,52.259889532433164,52.259889532433164,50–100-year,7,False
AL-RF-19980308-0105,02369800,,031401040104,87.7,1998-03-08 20:00:00+00:00,1998-03-08 00:00:00+00:00,-20.0,17500.0,199.54389965792473,1998.0,19.666666666666664,53.8455733124021,53.8455733124021,50–100-year,,False
AL-RF-19980308-0105,02371500,,031403010401,500.0,1998-03-08 20:00:00+00:00,1998-03-10 00:00:00+00:00,28.0,17000.0,34.0,1998.0,22.5,12.280519624283759,12.280519624283759,10–25-year,,False
AL-RF-19980308-0105,02371503,,031403010401,8.8,1998-03-08 20:00:00+00:00,1998-03-08 00:00:00+00:00,-20.0,3820.0,434.09090909090907,1998.0,2.0,,2.0,2–5-year,,False
AL-RF-19980308-0105,02373000,,031403030604,470.0,1998-03-08 20:00:00+00:00,1998-03-10 00:00:00+00:00,28.0,21200.0,45.1063829787234,1998.0,9.444444444444445,9.725119664310885,9.725119664310885,5–10-year,,False
AL-RF-19980308-0105,02374500,,031403040107,176.0,1998-03-08 20:00:00+00:00,1998-03-08 00:00:00+00:00,-20.0,7300.0,41.47727272727273,1998.0,5.625,5.244903119203054,5.244903119203054,5–10-year,,False
AL-RF-19980308-0105,02414500,,031501090107,1675.0,1998-03-08 20:00:00+00:00,1998-03-10 00:00:00+00:00,28.0,29300.0,17.492537313432837,1998.0,2.4390243902439024,2.391595546264865,2.391595546264865,2–5-year,,True
AL-RF-19980308-0105,02414715,,031501090309,2058.0,1998-03-08 20:00:00+00:00,1998-03-08 00:00:00+00:00,-20.0,45500.0,22.108843537414966,1998.0,6.833333333333334,5.905758054113501,5.905758054113501,5–10-year,,False
AL-RF-19980308-0105,02415000,,031501090405,190.0,1998-03-08 20:00:00+00:00,1998-03-08 00:00:00+00:00,-20.0,10000.0,52.63157894736842,1998.0,3.0,2.8910261527657073,2.8910261527657073,2–5-year,,False
AL-RF-19980308-0105,02418500,,031501100406,3328.0,1998-03-08 20:00:00+00:00,1998-03-10 00:00:00+00:00,28.0,40800.0,12.259615384615385,1998.0,3.185185185185185,3.343209348454763,3.343209348454763,2–5-year,1,False
AL-RF-19980930-0109,02361000,,031402010602,686.0,1998-09-30 13:00:00+00:00,1998-10-01 00:00:00+00:00,11.0,9560.0,13.935860058309038,1999.0,2.1521739130434785,2.3363766255528833,2.3363766255528833,2–5-year,,False
AL-RF-19980930-0109,02363000,,031402020504,498.0,1998-09-30 13:00:00+00:00,1998-10-01 00:00:00+00:00,11.0,5880.0,11.80722891566265,1999.0,1.7450980392156865,1.791026093013626,1.791026093013626,<2-year,,False
AL-RF-19980930-0109,02365200,,031402030105,3209.0,1998-09-30 13:00:00+00:00,1998-10-01 00:00:00+00:00,11.0,48400.0,15.082580243066376,1999.0,5.5,7.385706004988307,7.385706004988307,5–10-year,2,False
AL-RF-19980930-0109,02372250,,031403020501,442.0,1998-09-30 13:00:00+00:00,1998-09-30 00:00:00+00:00,-13.0,25400.0,57.46606334841629,1998.0,25.5,29.02520224132811,29.02520224132811,25–50-year,,False
AL-RF-19980930-0109,02373000,,031403030604,470.0,1998-09-30 13:00:00+00:00,1998-10-01 00:00:00+00:00,11.0,32800.0,69.7872340425532,1999.0,42.5,33.89386549155651,33.89386549155651,25–50-year,,False
AL-RF-19980930-0109,02374700,,031403040404,435.0,1998-09-30 13:00:00+00:00,1998-09-30 00:00:00+00:00,-13.0,18100.0,41.60919540229885,1998.0,7.0,12.34516232778918,12.34516232778918,10–25-year,7,True
AL-RF-19980930-0109,02374745,,031403040305,182.0,1998-09-30 13:00:00+00:00,1998-09-30 00:00:00+00:00,-13.0,18400.0,101.0989010989011,1998.0,14.0,32.89797453804537,32.89797453804537,25–50-year,7,False
AL-RF-19980930-0109,02375500,,031403050402,3817.0,1998-09-30 13:00:00+00:00,1998-09-30 00:00:00+00:00,-13.0,118000.0,30.91433062614619,1998.0,46.49999999999999,56.34403495861599,56.34403495861599,50–100-year,,True
AL-RF-19980930-0109,02376293,,031401060302,26.5,1998-09-30 13:00:00+00:00,1998-09-29 00:00:00+00:00,-37.0,3070.0,115.84905660377359,1998.0,4.5,4.542066990536425,4.542066990536425,2–5-year,,False
AL-RF-19980930-0109,02376500,,031401060403,394.0,1998-09-30 13:00:00+00:00,1998-09-29 00:00:00+00:00,-37.0,44000.0,111.6751269035533,1998.0,86.0,87.18725502448542,87.18725502448542,50–100-year,,False
AL-RF-19980930-0109,02377570,,031401060506,192.0,1998-09-30 13:00:00+00:00,1998-09-29 00:00:00+00:00,-37.0,48000.0,250.0,1998.0,39.0,63.00445390444142,63.00445390444142,50–100-year,,False
AL-RF-19980930-0109,02378500,,031602050201,55.3,1998-09-30 13:00:00+00:00,1998-09-28 00:00:00+00:00,-61.0,7870.0,142.3146473779385,1998.0,7.0,9.09431557739153,9.09431557739153,5–10-year,,False
AL-RF-19980930-0109,02427250,,031502030407,261.0,1998-09-30 13:00:00+00:00,1998-09-30 00:00:00+00:00,-13.0,28600.0,109.57854406130268,1998.0,18.5,40.53659142105348,40.53659142105348,25–50-year,,True
AL-RF-19980930-0109,02479431,,031700080201,20.4,1998-09-30 13:00:00+00:00,1998-09-28 00:00:00+00:00,-61.0,3210.0,157.3529411764706,1998.0,12.0,10.982881446785598,10.982881446785598,10–25-year,,False
AL-RF-19980930-0109,02479560,,031700080403,562.0,1998-09-30 13:00:00+00:00,1998-09-30 00:00:00+00:00,-13.0,27800.0,49.4661921708185,1998.0,15.666666666666668,29.064049306206847,29.064049306206847,25–50-year,,False
AL-RF-19980930-0109,02479945,,031700080501,31.48,1998-09-30 13:00:00+00:00,1998-09-28 00:00:00+00:00,-61.0,4700.0,149.30114358322746,1998.0,18.0,22.277980508949476,22.277980508949476,10–25-year,,False
AL-RF-19980930-0109,02479980,,031700080502,8.08,1998-09-30 13:00:00+00:00,1998-09-28 00:00:00+00:00,-61.0,1250.0,154.7029702970297,1998.0,9.0,9.456907704278146,9.456907704278146,5–10-year,,False
AL-RF-19980930-0109,02480002,,031700080502,8.22,1998-09-30 13:00:00+00:00,1998-09-28 00:00:00+00:00,-61.0,3640.0,442.8223844282238,1998.0,36.0,56.85662888565299,56.85662888565299,50–100-year,C,True
AL-RF-19990123-0111,02398300,,031501050605,366.0,1999-01-23 07:00:00+00:00,1999-01-23 00:00:00+00:00,-7.0,4980.0,13.60655737704918,1999.0,1.1621621621621623,1.1596882045070331,1.1596882045070331,<2-year,,True
AL-RF-19990123-0111,02398950,,031501050704,42.8,1999-01-23 07:00:00+00:00,1999-01-23 00:00:00+00:00,-7.0,2480.0,57.94392523364486,1999.0,1.7777777777777777,,1.7777777777777777,<2-year,,True
AL-RF-19990123-0111,02399200,,031501050806,199.0,1999-01-23 07:00:00+00:00,1999-01-23 00:00:00+00:00,-7.0,12500.0,62.814070351758794,1999.0,1.6904761904761905,1.6935567742573165,1.6935567742573165,<2-year,,False
AL-RF-19990123-0111,03586500,,060300050105,166.0,1999-01-23 07:00:00+00:00,1999-01-24 00:00:00+00:00,17.0,11200.0,67.46987951807229,1999.0,13.333333333333334,9.539102074420134,9.539102074420134,5–10-year,,False
AL-RF-19990131-0112,02422500,,031502011006,203.0,1999-01-31 03:00:00+00:00,1999-01-31 00:00:00+00:00,-3.0,6370.0,31.379310344827587,1999.0,2.3157894736842106,2.3024652498379727,2.3024652498379727,2–5-year,,False
AL-RF-19990131-0112,02424590,,031502020703,1480.0,1999-01-31 03:00:00+00:00,1999-02-02 00:00:00+00:00,45.0,23300.0,15.743243243243244,1999.0,2.7,2.4568784657833658,2.4568784657833658,2–5-year,,True
AL-RF-19990131-0112,02425000,,031502020902,1766.0,1999-01-31 03:00:00+00:00,1999-02-03 00:00:00+00:00,69.0,26700.0,15.118912797281993,1999.0,2.272727272727273,2.2757291631288488,2.2757291631288488,2–5-year,,True
AL-RF-19990131-0112,02428400,,031502040105,21473.0,1999-01-31 03:00:00+00:00,1999-02-04 00:00:00+00:00,93.0,143000.0,6.65952591626694,1999.0,2.263157894736842,2.2333821486225403,2.2333821486225403,2–5-year,,False
AL-RF-19990131-0112,02465493,,031601130302,32.3,1999-01-31 03:00:00+00:00,1999-01-30 00:00:00+00:00,-27.0,1460.0,45.20123839009288,1999.0,7.0,6.480161353899667,6.480161353899667,5–10-year,,False
AL-RF-19990131-0112,02466030,,031601130607,5810.0,1999-01-31 03:00:00+00:00,1999-02-02 00:00:00+00:00,45.0,74000.0,12.736660929432015,1999.0,1.5714285714285714,1.753680004949427,1.753680004949427,<2-year,,False
AL-RF-19990131-0112,02467000,,031602010401,15385.0,1999-01-31 03:00:00+00:00,1999-02-03 00:00:00+00:00,69.0,179000.0,11.634709132271693,1999.0,5.055555555555555,4.522101403830476,4.522101403830476,2–5-year,,True
AL-RF-19990131-0112,02469761,,031602010909,18417.0,1999-01-31 03:00:00+00:00,1999-02-06 00:00:00+00:00,141.0,177000.0,9.610685779442907,1999.0,5.333333333333333,3.499641990850321,3.499641990850321,2–5-year,,False
AL-RF-19990131-0112,02469800,,031602030205,164.0,1999-01-31 03:00:00+00:00,1999-01-31 00:00:00+00:00,-3.0,15500.0,94.51219512195122,1999.0,14.2,15.299070238376999,15.299070238376999,10–25-year,,False
AL-RF-19990131-0112,02470072,,031602030602,10.5,1999-01-31 03:00:00+00:00,1999-01-30 00:00:00+00:00,-27.0,1150.0,109.52380952380952,1999.0,1.722222222222222,1.8623857453139065,1.8623857453139065,<2-year,,False
AL-RF-19990629-0116,02423397,,031502020103,17.0,1999-06-29 20:00:00+00:00,1999-06-28 00:00:00+00:00,-44.0,2960.0,174.11764705882354,1999.0,5.8,6.038881005952118,6.038881005952118,5–10-year,C,False
AL-RF-19990629-0116,02423398,,031502020103,19.4,1999-06-29 20:00:00+00:00,1999-06-28 00:00:00+00:00,-44.0,3100.0,159.7938144329897,1999.0,7.333333333333334,4.9859691092139435,4.9859691092139435,2–5-year,C,True
AL-RF-19990629-0116,02423400,,031502020103,24.4,1999-06-29 20:00:00+00:00,1999-06-28 00:00:00+00:00,-44.0,3520.0,144.2622950819672,1999.0,10.666666666666666,8.682480360123064,8.682480360123064,5–10-year,C,False
AL-RF-19990629-0116,02423410,,031502020103,42.7,1999-06-29 20:00:00+00:00,1999-06-29 00:00:00+00:00,-20.0,1440.0,33.72365339578454,1999.0,4.0,,4.0,2–5-year,,True
AL-RF-20000404-0120,02398300,,031501050605,366.0,2000-04-04 14:00:00+00:00,2000-04-05 00:00:00+00:00,10.0,7700.0,21.038251366120218,2000.0,1.7551020408163265,1.7196764184282907,1.7196764184282907,<2-year,,True
AL-RF-20000404-0120,02398950,,031501050704,42.8,2000-04-04 14:00:00+00:00,2000-04-03 00:00:00+00:00,-38.0,3130.0,73.13084112149534,2000.0,4.0,,4.0,2–5-year,,True
AL-RF-20000404-0120,02399200,,031501050806,199.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,13400.0,67.33668341708542,2000.0,1.918918918918919,1.8378420890869351,1.8378420890869351,<2-year,,False
AL-RF-20000404-0120,02400100,,031501050909,252.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,5720.0,22.6984126984127,2000.0,1.641025641025641,1.6258628207063248,1.6258628207063248,<2-year,,True
AL-RF-20000404-0120,02401000,,031501060104,182.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,4060.0,22.307692307692307,2000.0,1.5625,1.5301997871164958,1.5301997871164958,<2-year,,False
AL-RF-20000404-0120,02401390,,031501060305,141.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,7900.0,56.02836879432624,2000.0,4.6923076923076925,4.7164670849127415,4.7164670849127415,2–5-year,,False
AL-RF-20000404-0120,02404400,,031501060514,481.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,8220.0,17.08939708939709,2000.0,1.5,1.5294203549661944,1.5294203549661944,<2-year,,False
AL-RF-20000404-0120,02405500,,031501060808,193.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,10700.0,55.44041450777202,2000.0,7.25,5.264852904006817,5.264852904006817,5–10-year,,False
AL-RF-20000404-0120,02406500,,031501060703,150.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,5860.0,39.06666666666667,2000.0,2.0571428571428574,2.236437623233788,2.236437623233788,2–5-year,,False
AL-RF-20000404-0120,02412000,,031501080405,448.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,5740.0,12.8125,2000.0,1.3035714285714286,1.4140835006319938,1.4140835006319938,<2-year,,True
AL-RF-20000404-0120,02423190,,031502020102,39.3,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,3190.0,81.17048346055981,2000.0,3.0,,3.0,2–5-year,,False
AL-RF-20000404-0120,02423380,,031502020104,140.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,10300.0,73.57142857142857,2000.0,3.142857142857143,3.5096064238515736,3.5096064238515736,2–5-year,,True
AL-RF-20000404-0120,02423397,,031502020103,17.0,2000-04-04 14:00:00+00:00,2000-04-03 00:00:00+00:00,-38.0,1650.0,97.05882352941177,2000.0,1.6111111111111112,1.5226768340112689,1.5226768340112689,<2-year,C,False
AL-RF-20000404-0120,02423398,,031502020103,19.4,2000-04-04 14:00:00+00:00,2000-04-03 00:00:00+00:00,-38.0,1880.0,96.90721649484537,2000.0,2.2,2.1106392164198775,2.1106392164198775,2–5-year,C,True
AL-RF-20000404-0120,02423630,,031502020303,72.3,2000-04-04 14:00:00+00:00,2000-04-03 00:00:00+00:00,-38.0,6110.0,84.50899031811895,2000.0,8.6,14.868368395759303,14.868368395759303,10–25-year,,True
AL-RF-20000404-0120,02442500,,031601050203,247.0,2000-04-04 14:00:00+00:00,2000-04-03 00:00:00+00:00,-38.0,8550.0,34.61538461538461,2000.0,2.7857142857142856,1.9278564679876877,1.9278564679876877,<2-year,,False
AL-RF-20000404-0120,02443000,,031601050205,309.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,10400.0,33.65695792880259,2000.0,5.0,5.421934832007619,5.421934832007619,5–10-year,,False
AL-RF-20000404-0120,02444160,,031601060502,5750.0,2000-04-04 14:00:00+00:00,2000-04-05 00:00:00+00:00,10.0,120000.0,20.869565217391305,2000.0,9.0,7.84184496481955,7.84184496481955,5–10-year,,False
AL-RF-20000404-0120,02444490,,031601060504,52.6,2000-04-04 14:00:00+00:00,2000-04-03 00:00:00+00:00,-38.0,4150.0,78.89733840304183,2000.0,1.75,,1.75,<2-year,,True
AL-RF-20000404-0120,02446500,,031601070302,528.0,2000-04-04 14:00:00+00:00,2000-04-06 00:00:00+00:00,34.0,11300.0,21.401515151515152,2000.0,2.862068965517241,3.136682208949179,3.136682208949179,2–5-year,,False
AL-RF-20000404-0120,02448500,,031601081101,1097.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,13200.0,12.03281677301732,2000.0,2.1842105263157894,2.1257146180582898,2.1257146180582898,2–5-year,,False
AL-RF-20000404-0120,02449882,,031601090107,13.0,2000-04-04 14:00:00+00:00,2000-04-03 00:00:00+00:00,-38.0,1620.0,124.61538461538461,2000.0,2.6153846153846154,2.356233029260116,2.356233029260116,2–5-year,,False
AL-RF-20000404-0120,02450000,,031601090203,358.0,2000-04-04 14:00:00+00:00,2000-04-03 22:15:00+00:00,-15.75,36700.0,102.51396648044692,2000.0,4.136363636363637,4.039585360789892,4.039585360789892,2–5-year,,False
AL-RF-20000404-0120,02450180,,031601090205,487.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,25100.0,51.540041067761805,2000.0,3.916666666666667,3.9286458992752076,3.9286458992752076,2–5-year,,False
AL-RF-20000404-0120,02450250,,031601100103,92.1,2000-04-04 14:00:00+00:00,2000-04-03 00:00:00+00:00,-38.0,6970.0,75.6786102062975,2000.0,1.9354838709677418,1.9796905492871042,1.9796905492871042,<2-year,,False
AL-RF-20000404-0120,02450825,,031601100304,101.0,2000-04-04 14:00:00+00:00,2000-04-03 00:00:00+00:00,-38.0,6580.0,65.14851485148515,2000.0,2.642857142857143,3.0738143887772154,3.0738143887772154,2–5-year,,False
AL-RF-20000404-0120,02453000,,031601090309,181.0,2000-04-04 14:00:00+00:00,2000-04-05 00:00:00+00:00,10.0,4600.0,25.414364640883978,2000.0,2.3870967741935485,2.4646212263465106,2.4646212263465106,2–5-year,,False
AL-RF-20000404-0120,02454055,,031601090405,143.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,6650.0,46.50349650349651,2000.0,6.0,4.8778867541078155,4.8778867541078155,2–5-year,,False
AL-RF-20000404-0120,02454995,,031601110202,13.0,2000-04-04 14:00:00+00:00,2000-04-03 00:00:00+00:00,-38.0,1140.0,87.6923076923077,2000.0,2.0,,2.0,2–5-year,,False
AL-RF-20000404-0120,02455000,,031601110208,303.0,2000-04-04 14:00:00+00:00,2000-04-04 00:00:00+00:00,-14.0,14500.0,47.85478547854785,2000.0,3.8636363636363633,4.146318593627684,4.146318593627684,2–5-year,,False
