site_no,site_name,huc12,drainage_area_sqmi,record_years,first_water_year,last_water_year,missing_water_year_count,qualified_peak_fraction,duplicate_year_fraction,kendall_tau,kendall_p,lag1_autocorrelation,pettitt_change_year,pettitt_p,stationarity_warning,frequency_method,lp3_mean_log10,lp3_std_log10,lp3_station_skew,lp3_q2_cfs,lp3_q5_cfs,lp3_q10_cfs,lp3_q25_cfs,lp3_q50_cfs,lp3_q100_cfs,lp3_q200_cfs,lp3_q500_cfs,historical_max_peak_time,historical_max_water_year,historical_max_peak_cfs,historical_max_cfs_per_sqmi,empirical_return_period_years,lp3_return_period_years,historical_max_screening_return_period_years,historical_max_flood_class
02342881,,031300030804,5910.0,16,2010,2025,0,1.0,0.0,0.15899720766358738,0.3918340019937081,-0.26599923964497446,2015.0,0.7320488981512093,False,empirical only,,,,,,,,,,,,2015-12-25 00:00:00+00:00,2016.0,150000.0,25.380710659898476,17.0,,17.0,10–25-year
02342933,,031300031204,112.0,48,1964,2011,0,0.0,0.0,0.004434590236487574,0.9645521176387863,-0.08122621601602263,1978.0,0.8601892812801245,False,station-skew LP3 screening,3.75612882617853,0.23079912212655782,0.4594670268087094,5476.600664662066,8779.253981464777,11506.084606580165,15640.27287906225,19269.247004205838,23411.86258451599,28145.104398818145,35451.40080356089,1990-03-17 00:00:00+00:00,1990.0,28200.0,251.78571428571428,49.00000000000001,201.50984010484882,201.50984010484882,200–500-year
02342937,,031300031204,,2,2021,2022,0,0.5,0.0,,,,,,False,empirical only,,,,,,,,,,,,2022-03-18 19:00:00+00:00,2022.0,3920.0,,3.0,,3.0,2–5-year
02342960,,031300031303,6730.0,58,1905,1962,0,1.0,0.0,-0.0278873013352767,0.7576136785790848,0.017603639570891245,1929.0,1.0,False,station-skew LP3 screening,4.813717272416843,0.21562670924186186,-0.6984985333765467,68965.22702945152,99659.4698674998,117209.02104326121,136399.42999662098,148779.440964317,159743.4818115888,169535.86438796416,180976.3573199065,1929-03-17 00:00:00+00:00,1929.0,194000.0,28.826151560178307,59.0,1691.6836519214694,1691.6836519214694,>500-year
02343000,,031300031307,95.4,5,1954,1958,0,0.0,0.0,-0.19999999999999998,0.8166666666666667,-0.3478094275667054,,,True,empirical only,,,,,,,,,,,,1956-09-25 00:00:00+00:00,1956.0,6250.0,65.51362683438155,6.0,,6.0,5–10-year
023432415,,031300040104,7460.0,16,2010,2025,0,1.0,0.0,0.21666666666666667,0.26504598877832025,-0.33737348289090247,2015.0,0.9039597295873265,True,empirical only,,,,,,,,,,,,2015-12-26 00:00:00+00:00,2016.0,156000.0,20.91152815013405,17.0,,17.0,10–25-year
02343260,,031300040104,7570.0,9,1925,1962,29,0.2222222222222222,0.0,-0.2777777777777778,0.35848765432098767,0.19110465939759524,1929.0,0.46827260127133097,False,empirical only,,,,,,,,,,,,1929-03-18 00:00:00+00:00,1929.0,200000.0,26.42007926023778,10.0,,10.0,10–25-year
02343275,,031300040304,48.7,25,1952,1994,18,0.12,0.0,0.28572437431744613,0.046784331525569614,0.17573814140509478,1969.0,0.16703356282673792,True,station-skew LP3 screening,3.2597534304549765,0.4354362995026222,0.9049190854395375,1566.5270543166253,3929.8378592046365,6962.985187917476,13778.586061725904,22308.67049292149,35391.39798069631,55284.26607909369,97879.28672577282,1994-07-06 00:00:00+00:00,1994.0,28000.0,574.9486652977413,27.0,70.10694367762001,70.10694367762001,50–100-year
02343300,,031300040404,146.0,35,1958,1994,2,0.05714285714285714,0.0,0.04373424591353373,0.7119231506921901,0.24329822273636323,1985.0,0.48560340684323294,False,station-skew LP3 screening,3.4754051803796044,0.3092978914844198,0.9211885218837097,2682.637404180496,5158.529474311855,7756.108886858502,12627.998006475533,17822.78853554261,24797.585761424845,34129.30781658008,51393.563638306354,1994-07-06 00:00:00+00:00,1994.0,35000.0,239.72602739726028,37.0,211.41941958884973,211.41941958884973,200–500-year
02343500,,031300040504,8040.0,33,1929,1961,0,0.0,0.0,-0.04739338621926591,0.6984550528640938,0.1882463378231011,1949.0,1.0,False,station-skew LP3 screening,4.825467736860614,0.20266036979587834,-0.5247324917657028,69681.47878540511,99792.91975700196,117803.81830755404,138411.06846062024,152330.07479938236,165149.38211146794,177053.9723639853,191599.89757506826,1929-03-18 00:00:00+00:00,1929.0,203000.0,25.248756218905474,34.0,1086.4650669101256,1086.4650669101256,>500-year
02343700,,031300040605,14.0,15,1960,1974,0,0.0,0.0,-0.10476190476190476,0.6264945175158468,0.1950123768175028,1965.0,0.3629393690397159,False,empirical only,,,,,,,,,,,,1962-01-06 00:00:00+00:00,1962.0,3120.0,222.85714285714286,16.0,,16.0,10–25-year
02343805,,031300040702,8210.0,9,2010,2018,0,1.0,0.0,0.05555555555555555,0.919455467372134,-0.2192614421261133,2012.0,1.0,False,empirical only,,,,,,,,,,,,2015-12-27 00:00:00+00:00,2016.0,160000.0,19.4884287454324,10.0,,10.0,10–25-year
02344000,,031300040710,8340.0,87,1905,1991,0,0.5402298850574713,0.0,-0.016601979893621686,0.8201762398824647,0.043508253211506843,1982.0,1.0,False,station-skew LP3 screening,4.831109105338067,0.1997690344627318,-0.2678204361822469,69185.7424754633,100301.37926279602,120424.34994362273,145132.6025735266,162991.3676104587,180385.9771758317,197443.88932301133,219610.31672048254,1929-03-18 00:00:00+00:00,1929.0,207000.0,24.820143884892087,88.0,296.3098068809412,296.3098068809412,200–500-year
02344040,,031300040801,8510.0,1,1929,1929,0,1.0,0.0,,,,,,False,empirical only,,,,,,,,,,,,1929-03-18 00:00:00+00:00,1929.0,210000.0,24.676850763807284,2.0,,2.0,2–5-year
02358785,,031300120203,103.0,11,1971,1994,13,0.09090909090909091,0.0,0.2727272727272727,0.2829668209876543,-0.1264653580270566,1977.0,0.38299039002932606,False,empirical only,,,,,,,,,,,,1975-04-10 00:00:00+00:00,1975.0,14400.0,139.80582524271844,12.0,,12.0,10–25-year
02360000,,031402010404,86.8,30,1944,1994,21,0.06666666666666667,0.0,0.0920598998491251,0.47537878657305,0.17601873572787388,1969.0,0.828852525192715,False,station-skew LP3 screening,3.3482769565066164,0.3693587173265502,0.6171379514421834,2044.1272975969766,4395.3910587661485,6906.816202610252,11647.362501431942,16700.79882119829,23456.934893676862,32432.125217224348,48848.76246752614,1990-03-17 00:00:00+00:00,1990.0,25000.0,288.0184331797235,31.0,114.3320455341355,114.3320455341355,100–200-year
02360275,,031402010304,102.0,29,1951,1994,15,0.06896551724137931,0.0,0.0863132592035924,0.5114074703143316,0.18171857693853702,1974.0,0.5438335600884091,False,station-skew LP3 screening,3.543412895049323,0.37900759779783033,0.7747525536771281,3125.5945433838356,6918.028279030262,11210.460734925728,19784.325632250402,29425.437331585563,42925.27626371558,61703.12351601868,97957.40512759254,1990-03-17 00:00:00+00:00,1990.0,29000.0,284.3137254901961,30.0,48.71162692579661,48.71162692579661,25–50-year
02360500,,031402010208,291.0,18,1953,1994,24,0.1111111111111111,0.0,0.20261437908496735,0.2599200623942404,0.45397746141250855,1968.0,0.17490715426085848,True,empirical only,,,,,,,,,,,,1994-07-06 00:00:00+00:00,1994.0,31000.0,106.52920962199313,19.0,,19.0,10–25-year
02361000,,031402010602,686.0,98,1922,2025,6,0.01020408163265306,0.0,-0.12107816465868507,0.07757823317463988,-0.11037958965848978,1979.0,0.24646731017965537,False,station-skew LP3 screening,3.9683914433569494,0.298367248879385,0.845182588479669,8449.604723687444,15835.799706535709,23307.80021740206,36858.16344849478,50863.56844563757,69176.27466575752,93046.8524960823,135889.9887769492,1929-03-15 00:00:00+00:00,1929.0,110000.0,160.34985422740525,98.99999999999999,298.65387409546656,298.65387409546656,200–500-year
02361500,,031402011202,1280.0,26,1925,2025,75,0.038461538461538464,0.0,-0.10153846153846155,0.4844245357791813,-0.07024698672005436,2020.0,0.79432826306946,False,station-skew LP3 screening,4.134942443776572,0.24931945764955765,-0.4737373888529377,14274.50217756226,22305.67738183397,27489.11611076445,33748.46056859503,38170.676864112625,42381.451959426406,46410.800504442355,51491.75306303633,2009-12-16 00:00:00+00:00,2010.0,39600.0,30.9375,27.0,63.03723617706421,63.03723617706421,50–100-year
02362240,,031402011101,21.4,35,1986,2021,1,0.0,0.0,-0.03535358545274646,0.765481653928013,0.076458149779541,1989.0,0.6010785283393231,False,station-skew LP3 screening,3.110623034920897,0.43045439221322834,0.7235646361241248,1145.8685737054645,2816.3518956827575,4839.29930616699,9117.746905701102,14168.907683177646,21524.266347683177,32138.320093834853,53487.76826606907,1994-07-06 00:00:00+00:00,1994.0,14200.0,663.5514018691589,36.0,50.17768536008622,50.17768536008622,50–100-year
02362610,,031402020201,18.7,12,1973,1994,10,0.16666666666666666,0.0,-0.2727272727272727,0.24957952123750735,-0.5710142152795754,1980.0,0.5549351041725344,True,empirical only,,,,,,,,,,,,1975-02-17 00:00:00+00:00,1975.0,5350.0,286.096256684492,13.0,,13.0,10–25-year
02362640,,031402020205,96.8,1,1990,1990,0,1.0,0.0,,,,,,False,empirical only,,,,,,,,,,,,1990-03-17 00:00:00+00:00,1990.0,18200.0,188.01652892561984,2.0,,2.0,2–5-year
02362745,,031402020103,4.4,5,1970,1974,0,0.0,0.0,0.0,1.0,-0.6950680750808882,,,True,empirical only,,,,,,,,,,,,1973-06-07 00:00:00+00:00,1973.0,1700.0,386.3636363636363,6.0,,6.0,5–10-year
02362780,,031402020301,39.8,1,1990,1990,0,1.0,0.0,,,,,,False,empirical only,,,,,,,,,,,,1990-03-17 00:00:00+00:00,1990.0,8780.0,220.6030150753769,2.0,,2.0,2–5-year
02363000,,031402020504,498.0,87,1939,2025,0,0.011494252873563218,0.0,-0.11099225979407012,0.1281443390533052,-0.1244921188163535,1981.0,0.38109727568759755,False,station-skew LP3 screening,3.840537403129733,0.34329151531602414,0.37823556475217157,6590.8742693920985,13224.099948915566,19589.921973721357,30463.56763637965,41028.51665345191,54085.89863894182,70145.34727656684,97013.4859880552,2015-12-25 00:00:00+00:00,2016.0,50200.0,100.80321285140562,89.0,82.56565383661051,82.56565383661051,50–100-year
02363005,,031402020504,0.76,9,1990,2001,3,0.2222222222222222,0.0,-0.4444444444444444,0.11943893298059964,0.10244859732382514,1998.0,0.46827260127133097,False,empirical only,,,,,,,,,,,,1994-07-06 00:00:00+00:00,1994.0,390.0,513.1578947368421,11.0,,11.0,10–25-year
02363055,,031402020506,,7,1973,1980,1,0.0,0.0,0.14285714285714288,0.7726190476190476,-0.7426278806076075,,,True,empirical only,,,,,,,,,,,,1973-12-31 00:00:00+00:00,1974.0,510.0,,9.0,,9.0,5–10-year
02363225,,031402020401,1.2,9,2012,2021,1,1.0,0.0,0.2222222222222222,0.47670855379188715,-0.19497285065094294,2015.0,0.9535212573379397,False,empirical only,,,,,,,,,,,,2020-09-16 12:00:00+00:00,2020.0,885.0,737.5,11.0,,11.0,10–25-year
02363280,,031402020403,112.0,1,1990,1990,0,0.0,0.0,,,,,,False,empirical only,,,,,,,,,,,,1990-03-17 00:00:00+00:00,1990.0,23600.0,210.71428571428572,2.0,,2.0,2–5-year
02363330,,031402020405,26.8,1,1990,1990,0,0.0,0.0,,,,,,False,empirical only,,,,,,,,,,,,1990-03-17 00:00:00+00:00,1990.0,8880.0,331.34328358208955,2.0,,2.0,2–5-year
02364000,,031402020603,959.0,71,1936,2016,10,0.0,0.0,-0.06645189429138036,0.4127639970882302,-0.013372582232579049,1981.0,0.9182493232251769,False,station-skew LP3 screening,4.11994721852699,0.27551470657989174,0.30866531394779423,12758.327897773861,22219.69516863775,30260.92659500515,42683.4006720187,53737.222501667675,66469.52746275667,81121.18965861095,103884.2585721854,1990-03-17 00:00:00+00:00,1990.0,68000.0,70.90719499478624,73.0,108.01613715356486,108.01613715356486,100–200-year
02364050,,031402020601,28.4,1,1990,1990,0,0.0,0.0,,,,,,False,empirical only,,,,,,,,,,,,1990-03-08 00:00:00+00:00,1990.0,16500.0,580.9859154929578,2.0,,2.0,2–5-year
02364500,,031402020610,1182.0,72,1905,2025,49,0.18055555555555555,0.0,-0.123456982131703,0.12565680708634272,0.16795390053678963,2005.0,0.5467739084968275,False,station-skew LP3 screening,4.0773939190212225,0.22714568619817788,0.5873811532233484,11357.279993776703,18165.930214044565,23933.98054209076,32885.93777490618,40918.99482446812,50261.39133697289,61133.39382764949,78275.65997944832,1929-03-15 00:00:00+00:00,1929.0,58000.0,49.06937394247039,73.0,165.51922113720343,165.51922113720343,100–200-year
02364570,,031402020701,26.2,20,1975,1995,1,0.0,0.0,-0.09473684210526316,0.5858584459782121,0.09748837772816524,1980.0,0.8758441584767186,False,station-skew LP3 screening,3.062232782479395,0.3385273765050311,1.337642876956978,975.191896549138,2013.3626080009374,3275.436961094949,6004.1694386574945,9331.6572412674,14354.585602122186,21909.70192578731,37966.92840301388,1990-03-17 00:00:00+00:00,1990.0,11500.0,438.9312977099237,21.0,69.86221238379927,69.86221238379927,50–100-year
02364806,,031402020904,0.54,3,2004,2006,0,0.0,0.0,,,,,,False,empirical only,,,,,,,,,,,,2005-04-01 00:00:00+00:00,2005.0,482.0,892.5925925925925,5.0,,5.0,5–10-year
02365200,,031402030105,3209.0,32,1977,2025,17,0.0625,0.0,-0.11290322580645162,0.3754254012076831,-0.07492949525073955,1999.0,0.6790174166855433,False,station-skew LP3 screening,4.4233716278125765,0.24089411704725355,-0.31862823558139497,27298.879376442288,42553.25703998026,52809.3208743992,65699.19317948449,75172.6632048063,84499.16755378444,93722.31056028184,105798.34167633367,1978-01-28 00:00:00+00:00,1978.0,64700.0,20.162044250545343,33.0,23.256461296571544,23.256461296571544,10–25-year
02365310,,031402030201,1.44,10,1972,1981,0,0.0,0.0,-0.24444444444444444,0.38071979717813054,-0.06386722534850793,1973.0,1.0,False,empirical only,,,,,,,,,,,,1973-09-10 00:00:00+00:00,1973.0,1360.0,944.4444444444445,11.0,,11.0,10–25-year
02365408,,031402030201,0.08,3,2004,2006,0,0.0,0.0,,,,,,False,empirical only,,,,,,,,,,,,2005-04-01 00:00:00+00:00,2005.0,36.0,450.0,5.0,,5.0,5–10-year
02367400,,031401030104,30.0,3,1980,1990,8,0.0,0.0,,,,,,False,empirical only,,,,,,,,,,,,1990-03-17 00:00:00+00:00,1990.0,16100.0,536.6666666666666,4.0,,4.0,2–5-year
02367500,,031401030103,114.0,31,1944,1998,24,0.0967741935483871,0.0,0.1470291750218996,0.24739352347615873,0.25702415052141897,1969.0,0.36996279981460856,False,station-skew LP3 screening,3.609735322218007,0.38514620661045057,0.8733496865260147,3583.869258264382,8073.452597685619,13340.875444798086,24242.963567875828,36921.878999556444,55204.999222815044,81393.7145889211,133741.42119743567,1998-03-08 00:00:00+00:00,1998.0,37900.0,332.4561403508772,32.0,52.259889532433164,52.259889532433164,50–100-year
02367800,,031401030401,461.0,12,1959,1990,20,0.08333333333333333,0.0,0.1212121212121212,0.6383612539081289,0.3746919368877465,1969.0,0.5549351041725344,True,empirical only,,,,,,,,,,,,1990-03-17 00:00:00+00:00,1990.0,46000.0,99.78308026030369,13.0,,13.0,10–25-year
02367900,,031401030403,510.0,26,1999,2024,0,0.0,0.0,0.06461538461538462,0.6624406163751665,-0.17827377021444984,2002.0,0.8222245810143749,False,station-skew LP3 screening,3.862297794333711,0.30158270541025406,-0.6371210539814135,7836.500026448577,13207.523310268334,16689.09987272637,20834.217282672427,23699.361429354653,26366.37570310873,28855.538026988354,31898.541023872498,2015-12-26 00:00:00+00:00,2016.0,19800.0,38.8235294117647,27.0,19.70601929560584,19.70601929560584,10–25-year
02369800,,031401040104,87.7,58,1968,2025,0,0.017241379310344827,0.0,-0.0950363370242295,0.2922487966385847,-0.02081436591026102,1998.0,0.3608759294434919,False,station-skew LP3 screening,3.3612123023868747,0.39739165044636393,0.24643129599300473,2212.6129243973583,4898.079690282396,7582.646624927268,12286.80862669938,16937.944634283296,22749.880852767885,29957.02754619644,42097.85506589163,2020-09-17 00:00:00+00:00,2020.0,20000.0,228.05017103762827,59.0,73.4058022004537,73.4058022004537,50–100-year
02370200,,031401040303,36.0,10,1958,1967,0,0.1,0.0,-0.06666666666666667,0.8618005952380953,0.3804053503023988,1959.0,0.4949906250906068,True,empirical only,,,,,,,,,,,,1961-06-20 00:00:00+00:00,1961.0,3900.0,108.33333333333333,11.0,,11.0,10–25-year
02371000,,031403010204,257.0,27,1944,1994,24,0.07407407407407407,0.0,-0.1171433352798953,0.39249855294717695,-0.013919337567247872,1968.0,1.0,False,station-skew LP3 screening,3.7490295842869403,0.38966646148070894,-0.1830419204582834,5766.485645706726,12021.66677522494,17384.00478104048,25471.528254672176,32401.250692590937,40067.3236532905,48499.42468061389,60869.15059728142,1990-03-17 00:00:00+00:00,1990.0,36000.0,140.07782101167317,28.0,69.8181661612412,69.8181661612412,50–100-year
02371050,,031403010204,1.05,9,2012,2021,1,1.0,0.0,0.1111111111111111,0.761414241622575,-0.3110750657984974,2015.0,1.0,True,empirical only,,,,,,,,,,,,2020-09-16 12:00:00+00:00,2020.0,988.0,940.952380952381,11.0,,11.0,10–25-year
02371200,,031403010205,8.87,29,1959,1990,3,0.034482758620689655,0.0,0.23209947294566896,0.07775242576507298,0.16062209097388752,1969.0,0.012574854309238978,True,station-skew LP3 screening,2.7865375251149542,0.36250162338064823,0.4937484051992204,571.2377585600836,1201.5294635172872,1845.128519568231,3008.3565834702727,4198.642684342269,5734.974567387736,7706.055642987336,11167.63097838858,1975-02-17 00:00:00+00:00,1975.0,3950.0,445.32130777903046,30.0,43.87117113350174,43.87117113350174,25–50-year
02371470,,031403010303,4.43,2,1991,1992,0,0.0,0.0,,,,,,False,empirical only,,,,,,,,,,,,1992-01-13 00:00:00+00:00,1992.0,303.0,68.39729119638827,3.0,,3.0,2–5-year
02371500,,031403010401,500.0,88,1938,2025,0,0.011363636363636364,0.0,-0.10251051633295132,0.15769162439073992,0.038494554124308085,1999.0,0.6472055863600579,False,station-skew LP3 screening,3.809022829087939,0.30679630154396714,-0.13310834928359883,6543.758018742719,11722.313020954833,15760.398984004187,21469.234112871043,26121.36772133736,31087.28563235409,36383.86896317586,43916.26332714465,1990-03-18 00:00:00+00:00,1990.0,32000.0,64.0,90.0,113.04893999470934,113.04893999470934,100–200-year
02371503,,031403010401,8.8,1,1998,1998,0,0.0,0.0,,,,,,False,empirical only,,,,,,,,,,,,1998-03-08 00:00:00+00:00,1998.0,3820.0,434.09090909090907,2.0,,2.0,2–5-year
02372000,,031403020404,254.0,28,1944,1990,19,0.03571428571428571,0.0,0.07936507936507936,0.5700272398217049,0.10505745876813882,1956.0,0.9001928374702501,False,station-skew LP3 screening,3.8079876866465976,0.3356880391597623,0.004465781034440764,6422.998715677352,12315.066093829533,17312.085877843547,24899.329910437875,31492.73355791922,38906.03644400061,47213.98067392097,59699.70708938191,1990-03-17 00:00:00+00:00,1990.0,37000.0,145.66929133858267,29.0,84.30559825471752,84.30559825471752,50–100-year
02372250,,031403020501,442.0,50,1975,2025,1,0.0,0.0,-0.11759902981200605,0.22836483943359476,-0.1188330450963736,1980.0,0.7334772468939849,False,station-skew LP3 screening,3.791434614945089,0.33791022779810004,-0.009773906434802275,6194.1977292858855,11912.047105698195,16754.399320166576,24091.906844807643,30454.032960604975,37592.568755670756,45575.532035856086,57542.18708658325,1990-03-17 00:00:00+00:00,1990.0,43600.0,98.64253393665159,51.0,169.65033477291885,169.65033477291885,100–200-year
02372422,,031403010501,1273.0,16,1999,2014,0,0.0,0.0,0.19247030401381632,0.2999367677880739,-0.31455145762984377,2008.0,0.8449096220004249,True,empirical only,,,,,,,,,,,,2001-03-07 00:00:00+00:00,2001.0,32100.0,25.21602513747054,17.0,,17.0,10–25-year
02372430,,031403010501,1277.0,15,2011,2025,0,0.06666666666666667,0.0,-0.04761904761904762,0.845841042458974,-0.24835864457970858,2020.0,1.0,False,empirical only,,,,,,,,,,,,2015-12-26 00:00:00+00:00,2016.0,29000.0,22.709475332811277,16.0,,16.0,10–25-year
02372500,,031403010502,1344.0,58,1905,1975,13,0.017241379310344827,0.0,0.003630862496005574,0.9678947555233564,0.17942852193530018,1915.0,0.9674059136296875,False,station-skew LP3 screening,4.162215224880529,0.27450837020855223,0.18314619481182734,14250.831582114342,24573.504924873374,33033.49095215441,45671.629750957996,56567.603955064194,68789.4510351767,82493.06115275662,103157.8153005658,1929-03-15 00:00:00+00:00,1929.0,92000.0,68.45238095238095,59.0,310.07244039972846,310.07244039972846,200–500-year
02372510,,031403010503,,5,1970,1974,0,0.0,0.0,-0.19999999999999998,0.8166666666666667,-0.38475803716188545,,,True,empirical only,,,,,,,,,,,,1970-06-30 00:00:00+00:00,1970.0,1200.0,,6.0,,6.0,5–10-year
02372755,,031403030102,0.69,10,2012,2021,0,1.0,0.0,0.31462660248284624,0.2086677876982641,-0.3264071746479513,2017.0,0.5861816545675114,True,empirical only,,,,,,,,,,,,2020-03-04 12:00:00+00:00,2020.0,403.0,584.0579710144928,11.0,,11.0,10–25-year
02372800,,031403030101,37.8,10,1973,1990,8,0.1,0.0,0.19999999999999998,0.4843127204585538,-0.48072756630049707,1981.0,0.6866409702513011,True,empirical only,,,,,,,,,,,,1990-03-17 00:00:00+00:00,1990.0,5700.0,150.7936507936508,12.0,,12.0,10–25-year
02373000,,031403030604,470.0,83,1938,2024,4,0.012048192771084338,0.0,-0.0555719002292691,0.4572966212248213,-0.024996373685643013,1983.0,0.866637704654617,False,station-skew LP3 screening,3.9508795414343676,0.29532068355526764,0.058892555940532124,8871.171844819031,15795.909913780522,21436.871456371384,29773.477645842264,36870.62460201494,44736.257767856805,53444.23921959183,66373.97519303666,1998-10-01 00:00:00+00:00,1999.0,60000.0,127.65957446808511,85.0,323.0585221348267,323.0585221348267,200–500-year
02373500,,031403030502,307.0,34,1938,1990,19,0.058823529411764705,0.0,0.01784122030127294,0.8821370094053368,0.07533194816717964,1959.0,0.7378713513247548,False,station-skew LP3 screening,3.752766559370905,0.37906701226156114,0.025198762438592964,5638.642638494837,11784.85431661157,17360.877169499734,26282.682061567066,34386.52525378219,43815.29805642288,54720.181386259486,71677.77800288622,1990-03-17 00:00:00+00:00,1990.0,28500.0,92.83387622149837,36.0,30.55274885101821,30.55274885101821,25–50-year
