station_id,station_name,state,latitude,longitude,duration,duration_hours,ari_years,estimate_mm,lower_90_mm,upper_90_mm,confidence_width_mm,lower_difference_mm,upper_difference_mm
01-0616,BEATRICE,AL,31.7222,-87.2119,10-min,0.16666666666666666,100.0,40.0,29.0,52.0,23.0,11.0,12.0
01-0616,BEATRICE,AL,31.7222,-87.2119,10-min,0.16666666666666666,200.0,43.0,30.0,58.0,28.0,13.0,15.0
01-0616,BEATRICE,AL,31.7222,-87.2119,10-min,0.16666666666666666,500.0,47.0,31.0,65.0,34.0,16.0,18.0
01-0616,BEATRICE,AL,31.7222,-87.2119,10-min,0.16666666666666666,1000.0,49.0,33.0,70.0,37.0,16.0,21.0
01-0616,BEATRICE,AL,31.7222,-87.2119,12-hr,12.0,1.0,86.0,70.0,103.0,33.0,16.0,17.0
01-0616,BEATRICE,AL,31.7222,-87.2119,12-hr,12.0,2.0,97.0,79.0,117.0,38.0,18.0,20.0
01-0616,BEATRICE,AL,31.7222,-87.2119,12-hr,12.0,5.0,119.0,97.0,143.0,46.0,22.0,24.0
01-0616,BEATRICE,AL,31.7222,-87.2119,12-hr,12.0,10.0,140.0,113.0,170.0,57.0,27.0,30.0
01-0616,BEATRICE,AL,31.7222,-87.2119,12-hr,12.0,25.0,174.0,139.0,222.0,83.0,35.0,48.0
01-0616,BEATRICE,AL,31.7222,-87.2119,12-hr,12.0,50.0,203.0,158.0,262.0,104.0,45.0,59.0
01-0616,BEATRICE,AL,31.7222,-87.2119,12-hr,12.0,100.0,236.0,178.0,311.0,133.0,58.0,75.0
01-0616,BEATRICE,AL,31.7222,-87.2119,12-hr,12.0,200.0,272.0,197.0,367.0,170.0,75.0,95.0
01-0616,BEATRICE,AL,31.7222,-87.2119,12-hr,12.0,500.0,326.0,227.0,450.0,223.0,99.0,124.0
01-0616,BEATRICE,AL,31.7222,-87.2119,12-hr,12.0,1000.0,370.0,250.0,512.0,262.0,120.0,142.0
01-0616,BEATRICE,AL,31.7222,-87.2119,15-min,0.25,1.0,23.0,18.0,28.0,10.0,5.0,5.0
01-0616,BEATRICE,AL,31.7222,-87.2119,15-min,0.25,2.0,26.0,21.0,32.0,11.0,5.0,6.0
01-0616,BEATRICE,AL,31.7222,-87.2119,15-min,0.25,5.0,31.0,25.0,38.0,13.0,6.0,7.0
01-0616,BEATRICE,AL,31.7222,-87.2119,15-min,0.25,10.0,35.0,28.0,44.0,16.0,7.0,9.0
01-0616,BEATRICE,AL,31.7222,-87.2119,15-min,0.25,25.0,40.0,31.0,51.0,20.0,9.0,11.0
01-0616,BEATRICE,AL,31.7222,-87.2119,15-min,0.25,50.0,44.0,33.0,57.0,24.0,11.0,13.0
01-0616,BEATRICE,AL,31.7222,-87.2119,15-min,0.25,100.0,48.0,35.0,64.0,29.0,13.0,16.0
01-0616,BEATRICE,AL,31.7222,-87.2119,15-min,0.25,200.0,52.0,36.0,70.0,34.0,16.0,18.0
01-0616,BEATRICE,AL,31.7222,-87.2119,15-min,0.25,500.0,57.0,38.0,79.0,41.0,19.0,22.0
01-0616,BEATRICE,AL,31.7222,-87.2119,15-min,0.25,1000.0,60.0,40.0,85.0,45.0,20.0,25.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-day,48.0,1.0,114.0,95.0,136.0,41.0,19.0,22.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-day,48.0,2.0,131.0,109.0,156.0,47.0,22.0,25.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-day,48.0,5.0,164.0,135.0,195.0,60.0,29.0,31.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-day,48.0,10.0,195.0,160.0,233.0,73.0,35.0,38.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-day,48.0,25.0,245.0,198.0,309.0,111.0,47.0,64.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-day,48.0,50.0,288.0,227.0,366.0,139.0,61.0,78.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-day,48.0,100.0,336.0,256.0,437.0,181.0,80.0,101.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-day,48.0,200.0,389.0,286.0,518.0,232.0,103.0,129.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-day,48.0,500.0,467.0,330.0,636.0,306.0,137.0,169.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-day,48.0,1000.0,531.0,364.0,725.0,361.0,167.0,194.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-hr,2.0,1.0,54.0,44.0,66.0,22.0,10.0,12.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-hr,2.0,2.0,61.0,49.0,75.0,26.0,12.0,14.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-hr,2.0,5.0,74.0,59.0,91.0,32.0,15.0,17.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-hr,2.0,10.0,85.0,67.0,104.0,37.0,18.0,19.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-hr,2.0,25.0,101.0,78.0,128.0,50.0,23.0,27.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-hr,2.0,50.0,113.0,86.0,146.0,60.0,27.0,33.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-hr,2.0,100.0,127.0,93.0,167.0,74.0,34.0,40.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-hr,2.0,200.0,141.0,99.0,191.0,92.0,42.0,50.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-hr,2.0,500.0,160.0,109.0,223.0,114.0,51.0,63.0
01-0616,BEATRICE,AL,31.7222,-87.2119,2-hr,2.0,1000.0,175.0,117.0,247.0,130.0,58.0,72.0
01-0616,BEATRICE,AL,31.7222,-87.2119,20-day,480.0,1.0,235.0,199.0,272.0,73.0,36.0,37.0
01-0616,BEATRICE,AL,31.7222,-87.2119,20-day,480.0,2.0,258.0,218.0,300.0,82.0,40.0,42.0
01-0616,BEATRICE,AL,31.7222,-87.2119,20-day,480.0,5.0,298.0,252.0,347.0,95.0,46.0,49.0
01-0616,BEATRICE,AL,31.7222,-87.2119,20-day,480.0,10.0,334.0,280.0,390.0,110.0,54.0,56.0
01-0616,BEATRICE,AL,31.7222,-87.2119,20-day,480.0,25.0,386.0,316.0,467.0,151.0,70.0,81.0
01-0616,BEATRICE,AL,31.7222,-87.2119,20-day,480.0,50.0,428.0,343.0,525.0,182.0,85.0,97.0
01-0616,BEATRICE,AL,31.7222,-87.2119,20-day,480.0,100.0,473.0,367.0,593.0,226.0,106.0,120.0
01-0616,BEATRICE,AL,31.7222,-87.2119,20-day,480.0,200.0,521.0,389.0,670.0,281.0,132.0,149.0
01-0616,BEATRICE,AL,31.7222,-87.2119,20-day,480.0,500.0,588.0,423.0,776.0,353.0,165.0,188.0
01-0616,BEATRICE,AL,31.7222,-87.2119,20-day,480.0,1000.0,641.0,449.0,856.0,407.0,192.0,215.0
01-0616,BEATRICE,AL,31.7222,-87.2119,24-hr,24.0,1.0,100.0,82.0,119.0,37.0,18.0,19.0
01-0616,BEATRICE,AL,31.7222,-87.2119,24-hr,24.0,2.0,114.0,94.0,136.0,42.0,20.0,22.0
01-0616,BEATRICE,AL,31.7222,-87.2119,24-hr,24.0,5.0,142.0,116.0,170.0,54.0,26.0,28.0
01-0616,BEATRICE,AL,31.7222,-87.2119,24-hr,24.0,10.0,168.0,137.0,202.0,65.0,31.0,34.0
01-0616,BEATRICE,AL,31.7222,-87.2119,24-hr,24.0,25.0,210.0,169.0,267.0,98.0,41.0,57.0
01-0616,BEATRICE,AL,31.7222,-87.2119,24-hr,24.0,50.0,247.0,193.0,316.0,123.0,54.0,69.0
01-0616,BEATRICE,AL,31.7222,-87.2119,24-hr,24.0,100.0,287.0,218.0,376.0,158.0,69.0,89.0
01-0616,BEATRICE,AL,31.7222,-87.2119,24-hr,24.0,200.0,333.0,242.0,445.0,203.0,91.0,112.0
01-0616,BEATRICE,AL,31.7222,-87.2119,24-hr,24.0,500.0,398.0,280.0,546.0,266.0,118.0,148.0
01-0616,BEATRICE,AL,31.7222,-87.2119,24-hr,24.0,1000.0,453.0,308.0,622.0,314.0,145.0,169.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-day,72.0,1.0,125.0,104.0,148.0,44.0,21.0,23.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-day,72.0,2.0,142.0,118.0,168.0,50.0,24.0,26.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-day,72.0,5.0,174.0,144.0,207.0,63.0,30.0,33.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-day,72.0,10.0,206.0,170.0,246.0,76.0,36.0,40.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-day,72.0,25.0,258.0,210.0,326.0,116.0,48.0,68.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-day,72.0,50.0,304.0,241.0,386.0,145.0,63.0,82.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-day,72.0,100.0,355.0,272.0,460.0,188.0,83.0,105.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-day,72.0,200.0,412.0,304.0,547.0,243.0,108.0,135.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-day,72.0,500.0,496.0,353.0,674.0,321.0,143.0,178.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-day,72.0,1000.0,566.0,389.0,770.0,381.0,177.0,204.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-hr,3.0,1.0,61.0,49.0,74.0,25.0,12.0,13.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-hr,3.0,2.0,68.0,55.0,83.0,28.0,13.0,15.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-hr,3.0,5.0,82.0,66.0,101.0,35.0,16.0,19.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-hr,3.0,10.0,95.0,76.0,117.0,41.0,19.0,22.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-hr,3.0,25.0,114.0,90.0,146.0,56.0,24.0,32.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-hr,3.0,50.0,131.0,100.0,169.0,69.0,31.0,38.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-hr,3.0,100.0,148.0,109.0,196.0,87.0,39.0,48.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-hr,3.0,200.0,167.0,119.0,226.0,107.0,48.0,59.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-hr,3.0,500.0,193.0,133.0,269.0,136.0,60.0,76.0
01-0616,BEATRICE,AL,31.7222,-87.2119,3-hr,3.0,1000.0,215.0,143.0,301.0,158.0,72.0,86.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-day,720.0,1.0,284.0,242.0,329.0,87.0,42.0,45.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-day,720.0,2.0,311.0,264.0,360.0,96.0,47.0,49.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-day,720.0,5.0,355.0,301.0,412.0,111.0,54.0,57.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-day,720.0,10.0,393.0,332.0,458.0,126.0,61.0,65.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-day,720.0,25.0,447.0,366.0,536.0,170.0,81.0,89.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-day,720.0,50.0,489.0,393.0,595.0,202.0,96.0,106.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-day,720.0,100.0,533.0,414.0,663.0,249.0,119.0,130.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-day,720.0,200.0,578.0,433.0,738.0,305.0,145.0,160.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-day,720.0,500.0,640.0,462.0,839.0,377.0,178.0,199.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-day,720.0,1000.0,687.0,484.0,915.0,431.0,203.0,228.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-min,0.5,1.0,33.0,27.0,41.0,14.0,6.0,8.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-min,0.5,2.0,38.0,30.0,47.0,17.0,8.0,9.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-min,0.5,5.0,46.0,36.0,56.0,20.0,10.0,10.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-min,0.5,10.0,52.0,41.0,64.0,23.0,11.0,12.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-min,0.5,25.0,60.0,46.0,76.0,30.0,14.0,16.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-min,0.5,50.0,66.0,49.0,85.0,36.0,17.0,19.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-min,0.5,100.0,72.0,52.0,94.0,42.0,20.0,22.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-min,0.5,200.0,77.0,54.0,104.0,50.0,23.0,27.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-min,0.5,500.0,84.0,57.0,117.0,60.0,27.0,33.0
01-0616,BEATRICE,AL,31.7222,-87.2119,30-min,0.5,1000.0,89.0,59.0,126.0,67.0,30.0,37.0
01-0616,BEATRICE,AL,31.7222,-87.2119,4-day,96.0,1.0,134.0,112.0,159.0,47.0,22.0,25.0
01-0616,BEATRICE,AL,31.7222,-87.2119,4-day,96.0,2.0,151.0,126.0,178.0,52.0,25.0,27.0
01-0616,BEATRICE,AL,31.7222,-87.2119,4-day,96.0,5.0,183.0,152.0,217.0,65.0,31.0,34.0
01-0616,BEATRICE,AL,31.7222,-87.2119,4-day,96.0,10.0,215.0,178.0,256.0,78.0,37.0,41.0
01-0616,BEATRICE,AL,31.7222,-87.2119,4-day,96.0,25.0,268.0,219.0,337.0,118.0,49.0,69.0
01-0616,BEATRICE,AL,31.7222,-87.2119,4-day,96.0,50.0,315.0,250.0,398.0,148.0,65.0,83.0
01-0616,BEATRICE,AL,31.7222,-87.2119,4-day,96.0,100.0,367.0,282.0,475.0,193.0,85.0,108.0
01-0616,BEATRICE,AL,31.7222,-87.2119,4-day,96.0,200.0,426.0,315.0,564.0,249.0,111.0,138.0
01-0616,BEATRICE,AL,31.7222,-87.2119,4-day,96.0,500.0,512.0,365.0,695.0,330.0,147.0,183.0
01-0616,BEATRICE,AL,31.7222,-87.2119,4-day,96.0,1000.0,585.0,403.0,793.0,390.0,182.0,208.0
01-0616,BEATRICE,AL,31.7222,-87.2119,45-day,1080.0,1.0,349.0,299.0,402.0,103.0,50.0,53.0
01-0616,BEATRICE,AL,31.7222,-87.2119,45-day,1080.0,2.0,381.0,325.0,438.0,113.0,56.0,57.0
01-0616,BEATRICE,AL,31.7222,-87.2119,45-day,1080.0,5.0,432.0,368.0,499.0,131.0,64.0,67.0
01-0616,BEATRICE,AL,31.7222,-87.2119,45-day,1080.0,10.0,475.0,402.0,551.0,149.0,73.0,76.0
01-0616,BEATRICE,AL,31.7222,-87.2119,45-day,1080.0,25.0,534.0,439.0,637.0,198.0,95.0,103.0
01-0616,BEATRICE,AL,31.7222,-87.2119,45-day,1080.0,50.0,581.0,468.0,702.0,234.0,113.0,121.0
01-0616,BEATRICE,AL,31.7222,-87.2119,45-day,1080.0,100.0,628.0,490.0,776.0,286.0,138.0,148.0
01-0616,BEATRICE,AL,31.7222,-87.2119,45-day,1080.0,200.0,675.0,507.0,857.0,350.0,168.0,182.0
01-0616,BEATRICE,AL,31.7222,-87.2119,45-day,1080.0,500.0,739.0,535.0,964.0,429.0,204.0,225.0
01-0616,BEATRICE,AL,31.7222,-87.2119,45-day,1080.0,1000.0,788.0,557.0,1044.0,487.0,231.0,256.0
01-0616,BEATRICE,AL,31.7222,-87.2119,5-min,0.08333333333333333,1.0,13.0,10.0,16.0,6.0,3.0,3.0
01-0616,BEATRICE,AL,31.7222,-87.2119,5-min,0.08333333333333333,2.0,15.0,12.0,18.0,6.0,3.0,3.0
01-0616,BEATRICE,AL,31.7222,-87.2119,5-min,0.08333333333333333,5.0,17.0,14.0,21.0,7.0,3.0,4.0
01-0616,BEATRICE,AL,31.7222,-87.2119,5-min,0.08333333333333333,10.0,20.0,16.0,24.0,8.0,4.0,4.0
01-0616,BEATRICE,AL,31.7222,-87.2119,5-min,0.08333333333333333,25.0,23.0,17.0,29.0,12.0,6.0,6.0
01-0616,BEATRICE,AL,31.7222,-87.2119,5-min,0.08333333333333333,50.0,25.0,19.0,32.0,13.0,6.0,7.0
01-0616,BEATRICE,AL,31.7222,-87.2119,5-min,0.08333333333333333,100.0,27.0,20.0,36.0,16.0,7.0,9.0
01-0616,BEATRICE,AL,31.7222,-87.2119,5-min,0.08333333333333333,200.0,29.0,20.0,39.0,19.0,9.0,10.0
01-0616,BEATRICE,AL,31.7222,-87.2119,5-min,0.08333333333333333,500.0,32.0,21.0,44.0,23.0,11.0,12.0
01-0616,BEATRICE,AL,31.7222,-87.2119,5-min,0.08333333333333333,1000.0,34.0,22.0,48.0,26.0,12.0,14.0
01-0616,BEATRICE,AL,31.7222,-87.2119,6-hr,6.0,1.0,73.0,59.0,88.0,29.0,14.0,15.0
01-0616,BEATRICE,AL,31.7222,-87.2119,6-hr,6.0,2.0,82.0,66.0,99.0,33.0,16.0,17.0
01-0616,BEATRICE,AL,31.7222,-87.2119,6-hr,6.0,5.0,99.0,80.0,120.0,40.0,19.0,21.0
01-0616,BEATRICE,AL,31.7222,-87.2119,6-hr,6.0,10.0,115.0,93.0,141.0,48.0,22.0,26.0
01-0616,BEATRICE,AL,31.7222,-87.2119,6-hr,6.0,25.0,141.0,112.0,181.0,69.0,29.0,40.0
01-0616,BEATRICE,AL,31.7222,-87.2119,6-hr,6.0,50.0,164.0,127.0,212.0,85.0,37.0,48.0
01-0616,BEATRICE,AL,31.7222,-87.2119,6-hr,6.0,100.0,189.0,141.0,250.0,109.0,48.0,61.0
01-0616,BEATRICE,AL,31.7222,-87.2119,6-hr,6.0,200.0,217.0,156.0,294.0,138.0,61.0,77.0
01-0616,BEATRICE,AL,31.7222,-87.2119,6-hr,6.0,500.0,257.0,178.0,356.0,178.0,79.0,99.0
01-0616,BEATRICE,AL,31.7222,-87.2119,6-hr,6.0,1000.0,290.0,195.0,404.0,209.0,95.0,114.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-day,1440.0,1.0,406.0,348.0,466.0,118.0,58.0,60.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-day,1440.0,2.0,442.0,378.0,507.0,129.0,64.0,65.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-day,1440.0,5.0,500.0,427.0,576.0,149.0,73.0,76.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-day,1440.0,10.0,549.0,466.0,635.0,169.0,83.0,86.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-day,1440.0,25.0,617.0,508.0,732.0,224.0,109.0,115.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-day,1440.0,50.0,670.0,540.0,806.0,266.0,130.0,136.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-day,1440.0,100.0,723.0,565.0,891.0,326.0,158.0,168.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-day,1440.0,200.0,777.0,585.0,983.0,398.0,192.0,206.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-day,1440.0,500.0,849.0,617.0,1104.0,487.0,232.0,255.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-day,1440.0,1000.0,904.0,641.0,1195.0,554.0,263.0,291.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-min,1.0,1.0,44.0,35.0,54.0,19.0,9.0,10.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-min,1.0,2.0,50.0,40.0,61.0,21.0,10.0,11.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-min,1.0,5.0,60.0,48.0,74.0,26.0,12.0,14.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-min,1.0,10.0,68.0,54.0,85.0,31.0,14.0,17.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-min,1.0,25.0,80.0,62.0,103.0,41.0,18.0,23.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-min,1.0,50.0,90.0,67.0,116.0,49.0,23.0,26.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-min,1.0,100.0,99.0,72.0,131.0,59.0,27.0,32.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-min,1.0,200.0,109.0,76.0,148.0,72.0,33.0,39.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-min,1.0,500.0,122.0,83.0,170.0,87.0,39.0,48.0
01-0616,BEATRICE,AL,31.7222,-87.2119,60-min,1.0,1000.0,132.0,87.0,187.0,100.0,45.0,55.0
01-0616,BEATRICE,AL,31.7222,-87.2119,7-day,168.0,1.0,157.0,132.0,184.0,52.0,25.0,27.0
01-0616,BEATRICE,AL,31.7222,-87.2119,7-day,168.0,2.0,175.0,146.0,205.0,59.0,29.0,30.0
01-0616,BEATRICE,AL,31.7222,-87.2119,7-day,168.0,5.0,209.0,174.0,246.0,72.0,35.0,37.0
01-0616,BEATRICE,AL,31.7222,-87.2119,7-day,168.0,10.0,242.0,201.0,286.0,85.0,41.0,44.0
01-0616,BEATRICE,AL,31.7222,-87.2119,7-day,168.0,25.0,296.0,243.0,368.0,125.0,53.0,72.0
01-0616,BEATRICE,AL,31.7222,-87.2119,7-day,168.0,50.0,343.0,274.0,430.0,156.0,69.0,87.0
01-0616,BEATRICE,AL,31.7222,-87.2119,7-day,168.0,100.0,395.0,306.0,507.0,201.0,89.0,112.0
01-0616,BEATRICE,AL,31.7222,-87.2119,7-day,168.0,200.0,454.0,338.0,597.0,259.0,116.0,143.0
01-0616,BEATRICE,AL,31.7222,-87.2119,7-day,168.0,500.0,540.0,387.0,726.0,339.0,153.0,186.0
01-0616,BEATRICE,AL,31.7222,-87.2119,7-day,168.0,1000.0,611.0,424.0,824.0,400.0,187.0,213.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-day,240.0,1.0,166.0,144.0,191.0,47.0,22.0,25.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-day,240.0,2.0,185.0,160.0,213.0,53.0,25.0,28.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-day,240.0,5.0,215.0,186.0,248.0,62.0,29.0,33.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-day,240.0,10.0,240.0,206.0,279.0,73.0,34.0,39.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-day,240.0,25.0,274.0,227.0,331.0,104.0,47.0,57.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-day,240.0,50.0,300.0,242.0,370.0,128.0,58.0,70.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-day,240.0,100.0,326.0,253.0,415.0,162.0,73.0,89.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-day,240.0,200.0,353.0,261.0,466.0,205.0,92.0,113.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-day,240.0,500.0,388.0,275.0,531.0,256.0,113.0,143.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-day,240.0,1000.0,414.0,285.0,580.0,295.0,129.0,166.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-min,0.16666666666666666,1.0,15.0,12.0,19.0,7.0,3.0,4.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-min,0.16666666666666666,2.0,17.0,14.0,23.0,9.0,3.0,6.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-min,0.16666666666666666,5.0,22.0,17.0,28.0,11.0,5.0,6.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-min,0.16666666666666666,10.0,25.0,20.0,33.0,13.0,5.0,8.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-min,0.16666666666666666,25.0,31.0,23.0,42.0,19.0,8.0,11.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-min,0.16666666666666666,50.0,35.0,26.0,49.0,23.0,9.0,14.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-min,0.16666666666666666,100.0,40.0,28.0,57.0,29.0,12.0,17.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-min,0.16666666666666666,200.0,45.0,30.0,67.0,37.0,15.0,22.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-min,0.16666666666666666,500.0,51.0,34.0,79.0,45.0,17.0,28.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,10-min,0.16666666666666666,1000.0,57.0,36.0,89.0,53.0,21.0,32.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,12-hr,12.0,1.0,75.0,62.0,92.0,30.0,13.0,17.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,12-hr,12.0,2.0,86.0,71.0,106.0,35.0,15.0,20.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,12-hr,12.0,5.0,105.0,87.0,130.0,43.0,18.0,25.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,12-hr,12.0,10.0,122.0,99.0,151.0,52.0,23.0,29.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,12-hr,12.0,25.0,145.0,114.0,188.0,74.0,31.0,43.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,12-hr,12.0,50.0,164.0,126.0,216.0,90.0,38.0,52.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,12-hr,12.0,100.0,183.0,135.0,249.0,114.0,48.0,66.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,12-hr,12.0,200.0,203.0,143.0,286.0,143.0,60.0,83.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,12-hr,12.0,500.0,230.0,155.0,336.0,181.0,75.0,106.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,12-hr,12.0,1000.0,251.0,165.0,374.0,209.0,86.0,123.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,15-min,0.25,1.0,18.0,14.0,23.0,9.0,4.0,5.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,15-min,0.25,2.0,21.0,17.0,27.0,10.0,4.0,6.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,15-min,0.25,5.0,26.0,21.0,34.0,13.0,5.0,8.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,15-min,0.25,10.0,31.0,24.0,41.0,17.0,7.0,10.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,15-min,0.25,25.0,38.0,29.0,52.0,23.0,9.0,14.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,15-min,0.25,50.0,43.0,32.0,60.0,28.0,11.0,17.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,15-min,0.25,100.0,49.0,35.0,70.0,35.0,14.0,21.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,15-min,0.25,200.0,55.0,37.0,81.0,44.0,18.0,26.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,15-min,0.25,500.0,63.0,41.0,97.0,56.0,22.0,34.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,15-min,0.25,1000.0,69.0,44.0,108.0,64.0,25.0,39.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-day,48.0,1.0,104.0,88.0,124.0,36.0,16.0,20.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-day,48.0,2.0,119.0,101.0,142.0,41.0,18.0,23.0
01-0655,BELLE MINA 2 N,AL,34.6908,-86.8825,2-day,48.0,5.0,144.0,121.0,173.0,52.0,23.0,29.0
