huc12_a,huc12_b
031601080903,031601081101
031601081002,031601081004
031601081002,031601081003
031601081003,031601081004
031601081003,031601081005
031601081003,031601081101
031601081004,031602020401
031601081004,031602020402
031601081004,031602020403
031601081004,031601081005
031601081005,031601081102
031601081005,031601081101
031601081101,031601081102
031601090101,031601090107
031601090101,031601090109
031601090101,060300020602
031601090101,060300020603
031601090101,060300010903
031601090101,060300010904
031601090101,060300020901
031601090102,031601090103
031601090102,031601090109
031601090102,031601090105
031601090102,060300020602
031601090103,031601090106
031601090103,031601090109
031601090103,031601090105
031601090104,031601090106
031601090104,031601100501
031601090104,060300021001
031601090104,031601090105
031601090104,060300020602
031601090105,031601090106
031601090105,060300020602
031601090106,031601090202
031601090106,031601100502
031601090106,031601090108
031601090106,031601100501
031601090106,031601090109
031601090107,031601090203
031601090107,031601110301
031601090107,031601110208
031601090107,031601110202
031601090107,031601090109
031601090107,060300010903
031601090108,031601090201
031601090108,031601090202
031601090108,031601090203
031601090108,031601090109
031601090109,031601090203
031601090109,060300020602
031601090201,031601090202
031601090201,031601090203
031601090202,031601090205
031601090202,031601090204
031601090202,031601100504
031601090202,031601100502
031601090202,031601090203
031601090203,031601110308
031601090203,031601090205
031601090203,031601110305
031601090203,031601110301
031601090204,031601100507
031601090204,031601090206
031601090204,031601090205
031601090204,031601100505
031601090204,031601100504
031601090205,031601110404
031601090205,031601110308
031601090205,031601110402
031601090205,031601090206
031601090206,031601110404
031601090206,031601100507
031601090206,031601090602
031601090301,031601090302
031601090301,031601100302
031601090301,031601090303
031601090302,031601090401
031601090302,031601090304
031601090302,031601090303
031601090303,031601100302
031601090303,031601090304
031601090303,031601090305
031601090303,031601100304
031601090303,031601100303
031601090304,031601090403
031601090304,031601090307
031601090304,031601090401
031601090304,031601090305
031601090305,031601090307
031601090305,031601100305
031601090305,031601100304
031601090306,031601090307
031601090306,031601090309
031601090306,031601100306
031601090306,031601100305
031601090307,031601090403
031601090307,031601090601
031601090307,031601090309
031601090307,031601100305
031601090308,031601090601
031601090308,031601090309
031601090309,031601090601
031601090309,031601100507
031601090309,031601100506
031601090309,031601100306
031601090309,031601090602
031601090401,031601090403
031601090401,031601090402
031601090402,031601090502
031601090402,031601090403
031601090403,031601090502
031601090403,031601090405
031601090403,031601090601
031601090404,031601090503
031601090404,031601090502
031601090404,031601090405
031601090405,031601090503
031601090405,031601090604
031601090405,031601090502
031601090405,031601090601
031601090501,031601120403
031601090501,031601090503
031601090501,031601120201
031601090501,031601090502
031601090502,031601120403
031601090502,031601120402
031601090502,031601090503
031601090503,031601120203
031601090503,031601090604
031601090503,031601120202
031601090503,031601120201
031601090601,031601090604
031601090601,031601090603
031601090601,031601090602
031601090602,031601110404
031601090602,031601090603
031601090602,031601100507
031601090603,031601090604
031601090603,031601110410
031601090603,031601110404
031601090604,031601120203
031601090604,031601110413
031601090604,031601110412
031601090604,031601110410
031601100101,031601100103
031601100101,031601100201
031601100101,031601100102
031601100101,060300050302
031601100101,060300050102
031601100101,060300021009
031601100102,031601100301
031601100102,060300060102
031601100102,031601100103
031601100102,060300050302
031601100103,031601100301
031601100103,031601100303
031601100103,031601100104
031601100103,031601100201
031601100104,031601100301
031601100104,031601100304
031601100104,031601100105
031601100104,031601100303
031601100104,031601100203
031601100104,031601100201
031601100105,031601100305
031601100105,031601100304
031601100105,031601100203
031601100201,031601100203
031601100201,031601100202
031601100201,060300021010
031601100201,060300021009
031601100202,031601100203
031601100202,031601100402
031601100202,060300021006
031601100202,060300021010
031601100203,031601100306
031601100203,031601100305
031601100203,031601100404
031601100203,031601100403
031601100203,031601100402
031601100301,031601100302
031601100301,060300060102
031601100301,031601100303
031601100302,060300060103
031601100302,060300060102
031601100302,031601100303
031601100303,031601100304
031601100304,031601100305
031601100305,031601100306
031601100306,031601100507
031601100306,031601100506
031601100306,031601100408
031601100306,031601100404
031601100401,031601100407
031601100401,031601100403
031601100401,031601100402
031601100401,060300021006
031601100401,031601100405
031601100402,031601100403
031601100402,060300021006
031601100403,031601100404
031601100403,031601100407
031601100404,031601100408
031601100404,031601100407
031601100405,031601100407
031601100405,060300021006
031601100405,031601100406
031601100405,031601100503
031601100405,031601100501
031601100405,060300021003
031601100406,031601100504
031601100406,031601100407
031601100406,031601100503
031601100407,031601100408
031601100407,031601100504
031601100408,031601100507
031601100408,031601100505
031601100408,031601100504
031601100501,031601100502
031601100501,031601100503
031601100501,060300021001
031601100501,060300021003
031601100502,031601100504
031601100502,031601100503
031601100503,031601100504
031601100504,031601100505
031601100505,031601100507
031601100506,031601100507
031601110101,031601110102
031601110101,031601110107
031601110101,031601110103
031601110101,060300010802
031601110102,031601110204
031601110102,031601110205
031601110102,031601110201
031601110102,031601110107
031601110103,031601110107
031601110103,031601110104
031601110103,031601110105
031601110103,060300010802
031601110104,031601110107
031601110104,031601110106
031601110104,031601110105
031601110105,031601110106
031601110105,060300010903
031601110105,060300010902
031601110105,060300010802
031601110105,060300010806
031601110106,031601110202
031601110106,031601110107
031601110106,060300010903
031601110107,031601110201
031601110107,031601110202
031601110201,031601110205
031601110201,031601110202
031601110202,031601110208
031601110202,031601110203
031601110202,031601110205
031601110202,060300010903
031601110203,031601110207
031601110203,031601110208
031601110203,031601110206
031601110203,031601110205
031601110204,031601110207
031601110204,031601110206
031601110204,031601110205
031601110205,031601110206
031601110206,031601110207
031601110207,031601110303
031601110207,031601110302
031601110207,031601110305
031601110207,031601110301
031601110207,031601110208
031601110208,031601110301
031601110301,031601110305
031601110302,031601110303
031601110302,031601110305
031601110303,031601110306
031601110303,031601110304
031601110303,031601110305
031601110304,031601110306
031601110304,031601110308
031601110304,031601110305
031601110305,031601110308
031601110306,031601110406
031601110306,031601110307
031601110306,031601110308
031601110307,031601110405
031601110307,031601110401
031601110307,031601110406
031601110307,031601110308
031601110307,031601110402
031601110308,031601110402
031601110401,031601110405
031601110401,031601110403
031601110401,031601110404
031601110401,031601110402
031601110402,031601110404
031601110403,031601110407
031601110403,031601110405
031601110403,031601110410
031601110403,031601110404
031601110404,031601110410
031601110405,031601110407
031601110405,031601110406
031601110406,031601110407
031601110406,031601110408
031601110407,031601110409
031601110407,031601110410
031601110407,031601110408
031601110408,031601120101
031601110408,031601120103
031601110408,031601110409
031601110409,031601120103
031601110409,031601110411
031601110409,031601110412
031601110409,031601110410
031601110410,031601110412
031601110411,031601110413
031601110411,031601120103
031601110411,031601110412
031601110412,031601110413
031601110413,031601120106
031601110413,031601120203
031601110413,031601120103
031601120101,031601120102
031601120101,031601120104
031601120101,031601120103
031601120102,031601120104
031601120103,031601120104
031601120103,031601120106
031601120104,031601120302
031601120104,031601120105
031601120104,031601120106
031601120105,031601120302
031601120105,031601120303
031601120105,031601120106
031601120105,031601120203
031601120106,031601120203
031601120201,031601120403
031601120201,031601120301
031601120201,031601120202
031601120201,031601120406
031601120201,031601120404
031601120202,031601120301
031601120202,031601120306
031601120202,031601120203
031601120203,031601120303
031601120203,031601120306
031601120301,031601120501
031601120301,031601120411
031601120301,031601120407
031601120301,031601120306
031601120301,031601120406
031601120302,031601120303
031601120303,031601120502
031601120303,031601120305
031601120303,031601120306
031601120303,031601120304
031601120304,031601120306
031601120305,031601120504
031601120305,031601120502
031601120305,031601120306
031601120306,031601120504
031601120306,031601120505
031601120306,031601120501
031601120401,031601120403
031601120401,031601120402
031601120402,031601120403
031601120403,031601120405
031601120403,031601120404
031601120404,031601120405
031601120404,031601120408
031601120404,031601120406
031601120405,031601120410
031601120405,031601120409
031601120405,031601120408
031601120406,031601120407
031601120406,031601120408
031601120407,031601120411
031601120407,031601120408
031601120408,031601120409
031601120408,031601120411
031601120409,031601120410
031601120409,031601120411
031601120410,031601120412
031601120410,031601120413
031601120410,031601120411
031601120411,031601120413
031601120411,031601120501
031601120412,031601130202
031601120412,031601120505
031601120412,031601130201
031601120412,031601120413
031601120413,031601120505
031601120413,031601120501
031601120501,031601120505
031601120502,031601130104
031601120502,031601130101
031601120502,031601120504
031601120503,031601130205
031601120503,031601130104
031601120503,031601130101
031601120503,031601120504
031601120503,031601130203
031601120504,031601130101
031601120504,031601130203
031601120504,031601120505
031601120505,031601130203
031601120505,031601130201
031601130101,031601130104
031601130102,031601130103
031601130102,031601130104
031601130103,031601130401
031601130103,031601130302
031601130103,031601130105
031601130103,031601130104
031601130104,031601130105
031601130104,031601130205
031601130105,031601130302
031601130105,031601130205
031601130105,031601130602
031601130201,031601130202
031601130201,031601130203
031601130202,031601130204
031601130202,031601130203
031601130203,031601130205
031601130203,031601130204
031601130204,031601130205
031601130204,031601130602
031601130204,031601130601
031601130205,031601130602
031601130301,031601130401
031601130301,031601130604
031601130301,031601130302
031601130302,031601130401
031601130302,031601130604
031601130302,031601130602
031601130401,031601130501
031601130401,031601130504
031601130401,031601130502
031601130401,031601130402
031601130401,031601130604
031601130402,031601130507
031601130402,031601130506
031601130402,031601130502
031601130402,031601130604
031601130402,031601130607
031601130402,031601130605
031601130501,031601130503
031601130501,031601130504
031601130502,031601130506
031601130502,031601130504
031601130503,031601130703
031601130503,031601130701
031601130503,031601130505
031601130503,031601130506
031601130503,031601130504
031601130504,031601130506
031601130505,031601130802
031601130505,031601130507
031601130505,031601130706
031601130505,031601130701
031601130505,031601130707
031601130505,031601130506
031601130506,031601130507
031601130507,031601130802
031601130507,031601130803
031601130507,031601130607
031601130601,031601130602
031601130601,031601130603
031601130602,031601130604
031601130602,031601130603
031601130603,031601130604
031601130603,031601130605
031601130604,031601130605
031601130605,031601130607
031601130605,031601130606
031601130606,031601130803
031601130606,031601130607
031601130607,031601130803
031601130701,031601130705
031601130701,031601130703
031601130701,031601130706
031601130702,031601130704
031601130702,031601130705
031601130702,031601130703
031601130703,031601130705
031601130704,031602010102
031601130704,031602010105
031601130704,031601130708
031601130704,031601130705
031601130705,031601130708
031601130705,031601130706
031601130706,031601130708
031601130706,031601130707
031601130707,031601130804
031601130707,031601130802
031601130707,031601130708
031601130708,031602010105
031601130708,031601130805
031601130708,031601130806
031601130708,031601130804
031601130801,031601130804
031601130801,031601130803
031601130802,031601130804
031601130802,031601130803
031601130803,031601130804
031601130804,031601130806
031601130805,031602010105
031601130805,031601130806
031601130806,031602010404
031601130806,031602010105
031601130806,031602010401
031602010101,031602010106
031602010101,031602010103
031602010102,031602010106
031602010102,031602010103
031602010102,031602010104
031602010102,031602010105
031602010103,031602010106
031602010104,031602010106
031602010104,031602010105
031602010105,031602010108
031602010105,031602010107
031602010105,031602010404
031602010105,031602010106
031602010106,031602010301
031602010106,031602010108
031602010107,031602010109
031602010107,031602010108
031602010107,031602010406
031602010107,031602010404
031602010108,031602010301
031602010108,031602010109
031602010109,031602010407
031602010109,031602010301
031602010109,031602010302
031602010109,031602010408
031602010109,031602010406
031602010201,031602010202
031602010201,031602020602
031602010201,031602020603
031602010202,031602010503
031602010202,031602010504
031602010202,031602010203
031602010202,031602010403
031602010202,031602020602
031602010202,031602020603
031602010202,031602020702
031602010203,031602010504
031602010203,031602010506
031602010203,031602010403
031602010203,031602010408
031602010301,031602010602
031602010301,031602010302
031602010302,031602010602
031602010302,031602010901
031602010302,031602010408
031602010401,031602010404
031602010401,031602020703
031602010401,031602010402
031602010402,031602010407
031602010402,031602010404
031602010402,031602010405
031602010402,031602020703
031602010403,031602010407
031602010403,031602010408
031602010403,031602020702
031602010403,031602020703
031602010404,031602010406
031602010404,031602010405
031602010405,031602010407
031602010405,031602010406
031602010406,031602010407
031602010407,031602010408
031602010407,031602020703
031602010408,031602010506
031602010408,031602010901
031602010501,031602010804
031602010501,031602010801
031602010501,031602010502
031602010501,031602010904
031602010501,031602010505
031602010502,031602010503
031602010502,031602010505
031602010503,031602010504
031602010503,031602010505
031602010504,031602010505
031602010504,031602010506
031602010505,031602010904
031602010505,031602010902
031602010505,031602010506
031602010506,031602010902
031602010506,031602010901
031602010601,031602010603
031602010601,031602010602
031602010602,031602010603
031602010602,031602010604
031602010602,031602010901
031602010603,031602030602
031602010603,031602010703
031602010603,031602010701
031602010603,031602010604
031602010604,031602010701
031602010604,031602010905
031602010604,031602010903
031602010604,031602010901
031602010701,031602010703
031602010701,031602010905
031602010702,031602030202
031602010702,031602030201
031602010702,031602030203
031602010702,031602010703
031602010702,031602010704
031602010703,031602030602
031602010703,031602030202
031602010703,031602010704
031602010703,031602010905
031602010704,031602010907
031602010704,031602030203
031602010704,031602010905
031602010801,031602010802
031602010801,031602010804
031602010801,031700020504
031602010802,031602010803
031602010802,031602010806
031602010802,031700020505
031602010802,031602010804
031602010802,031700020504
031602010803,031700020602
031602010803,031700020603
031602010803,031602010807
031602010803,031700020507
031602010803,031602010806
031602010803,031700020505
031602010804,031602010806
031602010804,031602010805
031602010804,031602010904
031602010805,031602010807
031602010805,031602010806
031602010805,031602010906
031602010805,031602010904
031602010806,031602010807
031602010807,031700020604
031602010807,031700020602
031602010807,031602010908
031602010807,031602010909
031602010807,031602010906
031602010901,031602010903
031602010901,031602010902
031602010902,031602010904
031602010902,031602010903
031602010903,031602010905
031602010903,031602010904
031602010904,031602010906
031602010904,031602010905
031602010905,031602010907
031602010905,031602010906
031602010906,031602010909
031602010906,031602010907
031602010907,031602030302
031602010907,031602010909
031602010907,031602030203
031602010908,031700020604
031602010908,031602030101
031602010908,031602030103
031602010908,031602030104
031602010908,031602030301
031602010908,031602010909
031602010909,031602030301
031602010909,031602030302
031602020305,031602020502
031602020305,031602020401
031602020401,031602020502
031602020401,031602020604
031602020401,031602020404
031602020401,031602020402
031602020402,031602020404
031602020402,031602020403
031602020403,031602020404
031602020404,031602020604
031602020404,031602020405
031602020405,031602020604
031602020405,031602020702
031602020405,031602020701
031602020502,031602020603
031602020502,031602020604
031602020602,031602020603
031602020603,031602020604
031602020603,031602020702
031602020604,031602020702
031602020701,031602020702
031602020701,031602020703
031602020702,031602020703
031602030101,031602030102
031602030101,031700020604
031602030101,031602030103
031602030102,031700080101
031602030102,031602030701
031602030102,031700020604
031602030102,031602030103
031602030103,031602030701
031602030103,031602030501
031602030103,031602030104
031602030104,031602030501
031602030104,031602030502
031602030104,031602030301
031602030104,031602030302
031602030201,031602030205
031602030201,031602030202
031602030201,031602030203
031602030202,031602030402
031602030202,031602030401
031602030202,031602030603
031602030202,031602030602
031602030202,031602030205
031602030203,031602030302
031602030203,031602030205
031602030204,031602030302
031602030204,031602030205
031602030205,031602030403
031602030205,031602030401
031602030205,031602030502
031602030205,031602030302
031602030301,031602030302
031602030302,031602030502
031602030401,031602030403
031602030401,031602030402
031602030402,031602030901
031602030402,031602030403
031602030402,031602030605
031602030402,031602030604
031602030402,031602030603
031602030403,031602030901
031602030403,031602030502
031602030501,031602030704
031602030501,031602030701
031602030501,031602030502
031602030502,031602030704
031602030502,031602030901
031602030601,031602030603
031602030601,031602030602
031602030602,031602030603
031602030603,031602030604
031602030604,031602030605
031602030604,031602030606
031602030605,031602030607
031602030605,031602030901
031602030605,031602030606
031602030606,031602030902
031602030606,031602030607
031602030607,031602030903
031602030607,031602030902
031602030607,031602030901
031602030701,031700080101
031602030701,031602030702
031602030701,031602030704
031602030702,031700080104
031602030702,031700080102
031602030702,031700080101
031602030702,031602031002
031602030702,031602030801
031602030702,031602030703
031602030702,031602030704
031602030703,031602030801
031602030703,031602030704
031602030703,031602030802
031602030703,031602030705
031602030704,031602030705
031602030704,031602030901
031602030705,031602030802
031602030705,031602030903
031602030705,031602030901
031602030801,031602031002
031602030801,031602030802
031602030802,031602031103
031602030802,031602031002
031602030802,031602030903
031602030901,031602030903
031602030902,031602030903
031602030903,031602031103
031602030903,031602031101
031602031001,031602040101
031602031001,031602031102
031602031001,031602031103
031602031001,031700080203
031602031001,031700080202
031602031001,031602031002
031602031002,031602031103
031602031002,031700080104
031602031002,031700080202
031602031101,031602031103
031602031102,031602040101
031602031102,031602040102
031602031102,031602040103
031602031102,031602031103
031602031103,031602040103
031602040101,031602040302
031602040101,031700080205
031602040101,031602040102
031602040101,031700080203
031602040102,031602040302
031602040102,031602040301
031602040102,031602040105
031602040102,031602040106
031602040102,031602040103
031602040103,031602040106
031602040103,031602040104
031602040104,031602040106
031602040104,031602040201
031602040105,031602040403
031602040105,031602040402
031602040105,031602040401
031602040105,031602040301
031602040105,031602040202
031602040105,031602040106
031602040106,031602040202
031602040106,031602040201
031602040201,031602040203
031602040201,031602040202
031602040202,031602040403
031602040202,031602040203
031602040203,031602040403
031602040203,031602040502
031602040301,031602040402
031602040301,031602040302
031602040302,031602040402
031602040302,031602040303
031602040302,031700080501
031602040302,031700080205
031602040303,031602040305
031602040303,031602040402
031602040303,031602040304
031602040303,031700080502
031602040303,031700080501
031602040304,031602040504
031602040304,031602040305
031602040304,031700080601
031602040304,031700080502
031602040305,031602040505
031602040305,031602040504
031602040305,031602040403
031602040305,031602040402
031602040401,031602040403
031602040401,031602040402
031602040402,031602040403
031602040403,031602040505
031602040403,031602040502
031602040501,031602050201
031602040501,031602040503
031602040501,031602040502
031602040502,031602040503
031602040502,031602040505
031602040503,031602050201
031602040503,031602040505
031602040504,031602050105
031602040504,031602050101
031602040504,031602040505
031602040504,031602050102
031602040504,031700080601
031602040505,031602050205
031602040505,031602050201
031602040505,031602050300
031602040505,031602050105
031602050101,031602050103
031602050101,031602050105
031602050101,031602050102
031602050102,031602050104
031602050102,031602050103
031602050102,031700080602
031602050102,031700080601
031602050103,031602050104
031602050103,031602050300
031602050103,031602050105
031602050104,031700090103
031602050104,031700090102
031602050104,031700080701
031602050104,031700080602
031602050104,031602050300
031602050104,031602050105
031602050105,031700090201
031602050105,031700090103
031602050105,031602050300
031602050201,031602050205
031602050201,031602050202
031602050202,031602050203
031602050202,031602050204
031602050202,031602050205
031602050203,031602050207
031602050203,031602050204
031602050203,031602050206
031602050204,031602050207
031602050204,031602050205
031602050204,031602050300
031602050205,031602050300
031602050206,031602050208
031602050206,031602050207
031602050206,031602050300
031602050207,031602050300
031602050208,031700090203
031602050208,031602050300
031602050300,031700090202
031602050300,031700090201
031602050300,031700090203
031700020504,031700020505
031700020505,031700020507
031700020507,031700020603
031700020602,031700020605
031700020602,031700020604
031700020602,031700020603
031700020604,031700080101
031700020604,031700020605
031700020605,031700020607
031700020605,031700080101
031700020607,031700080103
031700020607,031700080102
031700020607,031700080101
031700030204,031700080201
031700030204,031700080105
031700030204,031700080103
031700030402,031700080206
031700030402,031700080204
031700080101,031700080102
031700080102,031700080105
031700080102,031700080104
031700080102,031700080103
031700080103,031700080105
031700080104,031700080105
031700080104,031700080202
031700080105,031700080201
031700080105,031700080202
031700080201,031700080204
031700080201,031700080202
031700080202,031700080204
031700080202,031700080203
031700080203,031700080205
031700080203,031700080204
031700080204,031700080206
031700080204,031700080205
031700080205,031700080303
031700080205,031700080206
031700080205,031700080501
031700080206,031700080303
031700080302,031700080303
031700080303,031700080404
031700080303,031700080402
031700080303,031700080502
031700080303,031700080501
031700080402,031700080404
031700080402,031700080403
031700080403,031700080405
031700080403,031700080404
031700080404,031700080405
031700080404,031700080601
031700080404,031700080502
031700080405,031700080603
031700080405,031700080601
031700080501,031700080502
031700080502,031700080601
031700080601,031700080602
031700080601,031700080603
031700080602,031700080701
031700080602,031700080603
031700080603,031700080701
031700080701,031700090102
031700080701,031700080702
031700080702,031700090101
031700080702,031700090102
031700090101,031700090201
031700090101,031700090102
031700090102,031700090201
031700090102,031700090103
031700090103,031700090201
031700090201,031700090202
031700090201,031700091500
031700090202,031700090203
031700090202,031700091500
031700090203,031700091500
060200011101,060300010702
060200011101,060200011102
060200011101,060200011103
060200011102,060200011103
060200011103,060300010702
060200011103,060300010401
060200011103,060300010202
060200011204,060300010202
060200011204,060300010203
060200011204,060300010201
060300010201,060300010205
060300010201,060300010203
060300010201,060300010204
060300010202,060300010401
060300010202,060300010403
060300010202,060300010402
060300010202,060300010205
060300010202,060300010203
060300010203,060300010205
060300010204,060300010205
060300010204,060300010307
060300010204,060300010304
060300010204,060300010302
060300010205,060300010408
060300010205,060300010403
060300010205,060300010307
060300010302,060300010304
060300010302,060300010303
060300010303,060300010304
060300010303,060300010306
060300010303,060300020101
060300010304,060300010307
060300010304,060300010306
060300010305,060300010307
060300010305,060300010405
060300010305,060300010404
060300010305,060300010306
060300010305,060300020101
060300010306,060300010307
060300010306,060300020101
060300010307,060300010408
060300010307,060300010405
060300010401,060300010702
060300010401,060300010406
060300010401,060300010403
060300010401,060300010402
060300010402,060300010403
060300010403,060300010407
060300010403,060300010406
060300010403,060300010408
060300010404,060300020106
060300010404,060300010602
060300010404,060300010601
060300010404,060300010405
060300010404,060300020101
060300010405,060300010408
060300010405,060300010602
060300010406,060300010503
060300010406,060300010501
060300010406,060300010701
060300010406,060300010702
060300010406,060300010407
060300010406,060300010502
060300010407,060300010408
060300010407,060300010502
060300010407,060300010606
060300010408,060300010606
060300010408,060300010602
060300010501,060300010503
060300010501,060300010502
060300010502,060300010503
060300010502,060300010505
060300010502,060300010504
060300010502,060300010606
060300010503,060300010703
060300010503,060300010701
060300010503,060300010704
060300010503,060300010505
060300010504,060300010505
060300010504,060300010606
060300010505,060300010901
060300010505,060300010705
060300010505,060300010704
060300010505,060300010606
060300010601,060300020106
060300010601,060300010603
060300010601,060300010602
060300010602,060300010606
060300010602,060300010603
060300010603,060300010604
060300010603,060300020106
060300010603,060300010606
060300010603,060300010605
060300010604,060300020202
060300010604,060300020203
060300010604,060300020106
060300010604,060300010605
060300010605,060300020202
060300010605,060300010606
060300010606,060300010901
060300010606,060300020202
060300010701,060300010703
060300010701,060300010702
060300010702,060300010703
060300010703,060300010803
060300010703,060300010705
060300010703,060300010704
060300010704,060300010705
060300010705,060300010901
060300010705,060300010803
060300010705,060300010804
060300010705,060300010807
060300010801,060300010802
060300010801,060300010806
060300010801,060300010805
060300010801,060300010803
060300010802,060300010806
060300010803,060300010805
060300010803,060300010804
060300010804,060300010805
060300010804,060300010807
060300010805,060300010806
060300010805,060300010807
060300010806,060300010903
060300010806,060300010902
060300010806,060300010807
060300010807,060300010903
060300010807,060300010906
060300010807,060300010901
060300010901,060300010906
060300010901,060300010905
060300010901,060300020202
060300010902,060300010903
060300010903,060300010904
060300010903,060300010906
060300010904,060300020902
060300010904,060300020901
060300010904,060300010906
060300010905,060300010906
060300010905,060300020204
060300010905,060300020202
060300010906,060300020902
060300010906,060300020204
060300020101,060300020106
060300020101,060300020103
060300020102,060300020107
060300020102,060300020104
060300020102,060300020303
060300020102,060300020103
060300020102,060300030601
060300020103,060300020107
060300020103,060300020106
060300020103,060300030601
060300020104,060300020107
060300020104,060300020105
060300020104,060300020401
060300020104,060300020303
060300020105,060300020203
060300020105,060300020201
060300020105,060300020107
060300020105,060300020401
060300020106,060300020203
060300020106,060300020107
060300020107,060300020203
060300020201,060300020203
060300020201,060300020402
060300020201,060300020401
060300020202,060300020204
060300020202,060300020203
060300020203,060300020404
060300020203,060300020204
060300020203,060300020402
060300020204,060300020902
060300020204,060300020405
060300020204,060300020404
060300020301,060300020307
060300020301,060300020302
060300020301,060300020303
060300020301,060300030601
060300020302,060300020307
060300020302,060300020304
060300020303,060300020401
060300020303,060300020307
060300020303,060300030601
060300020304,060300020701
060300020304,060300020305
060300020304,060300020306
060300020304,060300020307
060300020305,060300020701
060300020305,060300020502
060300020305,060300020403
060300020305,060300020501
060300020305,060300020306
060300020306,060300020403
060300020306,060300020307
060300020307,060300020403
060300020307,060300020402
060300020307,060300020401
060300020401,060300020402
060300020402,060300020404
060300020402,060300020403
060300020403,060300020404
060300020403,060300020502
060300020404,060300020405
060300020404,060300020903
060300020404,060300020502
060300020405,060300020902
060300020405,060300020904
060300020405,060300020903
060300020501,060300020504
060300020501,060300020702
060300020501,060300020701
060300020501,060300020505
060300020501,060300020503
060300020501,060300020502
060300020502,060300020903
060300020502,060300020503
060300020503,060300020904
060300020503,060300020903
060300020503,060300020505
060300020504,060300020906
060300020504,060300020905
060300020504,060300020702
060300020504,060300020505
060300020505,060300020906
060300020505,060300020904
060300020601,060300020603
060300020601,060300020605
060300020601,060300020902
060300020601,060300020606
060300020601,060300020904
060300020602,060300021001
060300020602,060300021002
060300020602,060300020603
060300020602,060300020605
060300020603,060300020605
060300020603,060300020902
060300020603,060300020901
060300020604,060300021002
060300020604,060300021004
060300020604,060300021005
060300020604,060300020906
060300020604,060300020605
060300020604,060300020606
060300020605,060300021002
060300020605,060300020606
060300020606,060300020906
060300020606,060300020904
060300020701,060300020702
060300020701,060300020801
060300020702,060300020905
060300020702,060300020703
060300020702,060300020802
060300020702,060300020801
060300020703,060300020906
060300020703,060300020905
060300020703,060300020803
060300020703,060300020802
060300020801,060300021101
060300020801,060300020802
060300020801,060300040402
060300020802,060300020803
060300020802,060300021101
060300020803,060300020906
060300020803,060300021102
060300020803,060300021101
060300020901,060300020902
060300020902,060300020904
060300020903,060300020904
060300020904,060300020906
060300020905,060300020906
060300020906,060300021005
060300020906,060300021014
060300020906,060300021102
060300021001,060300021003
060300021001,060300021002
060300021002,060300021003
060300021002,060300021004
060300021003,060300021006
060300021003,060300021007
060300021003,060300021004
060300021004,060300021007
060300021004,060300021005
060300021005,060300021007
060300021005,060300021014
060300021006,060300021010
060300021006,060300021007
060300021006,060300021014
060300021006,060300021008
060300021007,060300021014
060300021008,060300021010
060300021008,060300021014
060300021008,060300021012
060300021008,060300021013
060300021009,060300021010
060300021009,060300050102
060300021009,060300050103
060300021009,060300021012
060300021009,060300021011
060300021010,060300021012
060300021011,060300050103
060300021011,060300021012
060300021011,060300021013
060300021011,060300021104
060300021011,060300021106
060300021012,060300021013
060300021013,060300021014
060300021013,060300021102
060300021013,060300021104
060300021014,060300021102
060300021101,060300021102
060300021101,060300021105
060300021101,060300021103
060300021101,060300040403
060300021101,060300040402
060300021102,060300021104
060300021102,060300021105
060300021103,060300021105
060300021103,060300021107
060300021103,060300040405
060300021103,060300040403
060300021104,060300021106
060300021104,060300021105
060300021105,060300021106
060300021105,060300021107
060300021106,060300050103
060300021106,060300021201
060300021106,060300021107
060300021107,060300021201
060300021107,060300021205
060300021107,060300040405
060300021201,060300050103
060300021201,060300050104
060300021201,060300050105
060300021201,060300021205
060300021202,060300021205
060300021202,060300021204
060300021202,060300040404
060300021202,060300040405
060300021203,060300050202
060300021203,060300050201
060300021203,060300021204
060300021203,060300040404
060300021204,060300050801
060300021204,060300050202
060300021204,060300021205
060300021204,060300040404
060300021205,060300050801
060300021205,060300050105
060300021205,060300040405
060300040303,060300040404
060300040303,060300040405
060300040303,060300040403
060300040303,060300040401
060300040401,060300040403
060300040401,060300040402
060300040402,060300040403
060300040403,060300040405
060300040404,060300040405
060300050101,060300050303
060300050101,060300050302
060300050101,060300050102
060300050101,060300050104
060300050102,060300050302
060300050102,060300050103
060300050102,060300050104
060300050103,060300050104
060300050104,060300050303
060300050104,060300050105
060300050104,060300050304
060300050105,060300050801
060300050105,060300050304
060300050201,060300050202
060300050201,060300050509
060300050201,060300050508
060300050202,060300050801
060300050202,060300050509
060300050301,060300060102
060300050301,060300060101
060300050301,060300060201
060300050301,060300050701
060300050301,060300050303
060300050301,060300050302
060300050302,060300060102
060300050302,060300050303
060300050303,060300050701
060300050303,060300050703
060300050303,060300050702
060300050303,060300050802
060300050303,060300050304
060300050304,060300050802
060300050304,060300050801
060300050507,060300050604
060300050507,060300050602
060300050507,060300050509
060300050507,060300050508
060300050508,060300050509
060300050509,060300050605
060300050509,060300050801
060300050509,060300050604
060300050601,060300050604
060300050601,060300050602
060300050602,060300050605
060300050602,060300050902
060300050602,060300050603
060300050602,060300050604
060300050603,060300051002
060300050603,060300050806
060300050603,060300050605
060300050603,060300051003
060300050603,060300050902
060300050603,060300051001
060300050604,060300050605
060300050605,060300050808
060300050605,060300050806
060300050605,060300050803
060300050605,060300050801
060300050701,060300060201
